internal_id,session,song_id,orig_or_cover,age_at_event,association,control,description,emot_content,emot_intensity,energetic,experience,familiarity,important,preference,social,unique,vivid,rms,spectral_bandwidth,spectral_centroid,spectral_contrast,spectral_flatness,spectral_rolloff,zero_crossing_rate,mfccs_offset,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,tempo,key,treble,tbb,genre,mean_valence,mean_arousal
29,1,2012_2,cover,26,Early mornings is the only general time in my life is all i can remember hearing this song too,neither,I was in the house with my family and they are music lovers and this was a song that used to play a lot of mtv videos early mornings,somewhat positive,not at all,somewhat,Listening to it everyday i woke up on  the weekdays and heard my daughters listening to it on  the music channel before school,very,somewhat,a little,not at all,somewhat,somewhat,-0.2485882585795958,0.4350449460256778,0.3390482789606714,-0.9247741379057562,0.18851624375811044,0.47809462967729816,-0.1085886208384894,0.2968198572141111,-0.505280958204769,0.46490714450177,0.9508167683580652,0.5029890827833686,0.8588086618037621,-0.5034469511881668,0.5784671169848319,-0.1898950133995272,-0.266279708609178,0.02616921288803266,0.07345627378174581,-0.44904494984768806,0.6664294304458469,E,-0.8124038404635961,0.6669202416298763,1,1.113419309073172,0.7850919279453292
29,1,2013_2,cover,29,Overall a positive time in our life lot of fun,somewhat spontaneous,My wife love this song so she played it a lot,somewhat positive,not at all,very,"I remember seeing the video, my wife played the song a lot so i could not escape it really",extremely,somewhat,a lot,somewhat,somewhat,very,-1.17491738660507,1.0207797069717948,1.2024305325794375,-0.02815522499166671,1.1040956548476974,1.0480954274382344,1.1566675455523494,-0.4063932252891452,-1.249091655190652,0.615130761600217,0.7089080168631869,-0.8398242389405464,-0.27344333485820876,0.6482549268489644,0.5700703226080028,1.0981995854160564,0.15460681199688492,-0.8468268559992493,-0.389739650648719,-0.8538793791755651,0.6664294304458469,G,1.2186057606953942,-1.4844353765310143,1,0.3963298358033557,0.4389673746499296
29,1,2013_6,orig,26,Yes a time when our family hit a rough patch but got through it,completely spontaneous,My family and me really love this song because it was positive to us and we listened to it for a while,very positive,somewhat,somewhat,"I heard this on videos, radios, different creative ideas with this song",extremely,very,love it!,very,very,somewhat,0.6358320477100501,-0.9244346307659036,-0.6611183598267443,-0.7540865380323256,-0.6031108335261468,-0.5886666695509792,-0.7404028275483959,0.8123788116341718,0.5968285726606813,-0.953770002830594,1.0167634605897458,0.03381213393523367,0.7178301625918526,-0.20253634385739755,1.2316316845111892,0.6834067165723746,0.5088749531069783,1.0046557468314368,0.27063144976723236,0.9085356246554044,-1.0630138250010828,Eb,-0.8124038404635961,0.6669202416298763,1,-0.01737562954461666,-0.2736419997817752
29,1,2014_1,cover,27,I remember seeing this video on the news from everyone dancing and singing now I can’t stand the song,completely spontaneous,Watching despicable me with my children and hearing this song,very positive,very,somewhat,Heard it so much everyday for what felt like 2 years,extremely,extremely,a little,a little,somewhat,extremely,0.8673343492278413,0.6174030965538766,-0.6896505645668997,-0.6574017393263865,-0.3058995118501617,-0.08527949267120155,-1.2254249996836706,0.17346686244842957,0.5031831180083017,1.523481742761186,0.8055226534047977,1.0168718983670506,-0.3129584456883631,1.157698540901038,0.09220165356000012,0.6304736419439443,0.23539530858653931,0.4536106046577094,-0.0629037810507885,-0.5005350667476961,2.5494067383201693,Ab,1.2186057606953942,-1.4844353765310143,1,2.133892790264836,0.8665329993089519
29,1,2014_2,cover,34,No specific time period,somewhat spontaneous,My daughters play just dance and this is one of the dances so i heard it from there,somewhat positive,not at all,somewhat,Heard it on the radio saw the video,very,somewhat,somewhat,not at all,somewhat,somewhat,0.5787962376394543,0.2502603925064449,-0.3012165607683815,1.913101063893132,-1.012945683697824,-0.3701949991389033,-0.16482375841116886,-0.3857907197677254,0.2426326480335927,1.082824120625575,0.11487053289991483,0.24264500986916945,-0.5211414162886941,1.7267858867459824,-1.4476700866678829,-0.4120327297610791,-1.0389643185177126,-1.965493903566424,-0.5042746129147005,-0.6499058346537536,1.1685567353462176,Db,1.2186057606953942,-1.4844353765310143,2,-0.5138221879621825,-1.108412981258915
29,1,2014_4,cover,30,Hearing it in stores or people cars on the radio,neither,I remember watching tv and hearing people perform this song,somewhat positive,not at all,a little,I heard it a lot especially people just randomly singing it Remind me of 2014 i think that is when it was released,extremely,not at all,a little,not at all,a little,a little,-2.0771409560120695,-0.36847050295902795,0.3895836124225896,1.1281150275321792,-1.0851838245241592,-0.30124075982014287,1.3089197194693245,-3.1811549977705473,-0.1199485752690406,-0.18420413102098093,-1.3646297251778574,0.3918317001077558,-0.9996119469444932,1.5771961459462709,-1.7291047195442666,0.5126735944403863,-0.11015364926064282,-1.861304532678434,-0.6430649921791309,-1.7621449858990397,-0.2634359014981353,c,1.2186057606953942,-1.4844353765310143,2,0.2308476496641663,-1.149133516940727
29,1,2015_4,orig,34,Yes taking one of our first trips all together,completely spontaneous,My and my family took a trip to arizona and these are one of the songs we would listen to on the way there,very positive,extremely,extremely,Hearing it play reminds me of driving to arizona for the first time,extremely,extremely,love it!,very,extremely,extremely,1.382279152324993,1.6436269868007125,1.251369769852691,-0.22438399605643353,0.31549306250278414,1.497449945596202,-0.02832823427742601,1.3353137528296029,-0.8661887709541867,0.6142954128709378,-0.22816551748567052,0.81530913160748,1.0569514648457448,-0.00210935281394632,1.176948749357703,0.5996442072888275,1.4868448307605375,1.5349115173965044,1.7063088034727778,1.6722111084229851,-1.1912669255128336,d,-0.8124038404635961,0.6669202416298763,1,0.2584280140206974,1.0904959455589167
29,1,2016_4,cover,31,2016 was a great place for many people I always think of that year when I hear this song,somewhat deliberate,I remember turning up the radio because the beat was nice and my family is a fan of rihanna,somewhat positive,not at all,very,Every radio I turned to this was either playing or going or and coming back on it was everywhere,extremely,somewhat,love it!,somewhat,a little,a little,1.4164709602979126,-1.8333913445139536,-2.5174076908280547,-0.3037785085077089,-1.5915218698737323,-2.787919704233273,-2.316187975227727,-0.8280469695055102,2.7892116246353216,1.2868198998981089,-1.0186116984180416,0.5086919537870926,-0.8628400617484226,0.23871551938775024,-0.6233675050161814,0.4031618706212437,1.272826894051759,0.34316131596266497,2.962574438690108,0.5199150938718722,-0.6725766518285908,Bb,-0.8124038404635961,0.6669202416298763,1,-0.3207596374664619,-0.9658911063725744
29,1,2017_1,orig,34,A very big period in our life moving into our home with our children,completely spontaneous,We moved into our house the year this released so now whenever i hear this it takes me back to moving  into our home,very positive,extremely,extremely,Heard it everywhere,extremely,extremely,love it!,extremely,extremely,very,0.49562965085184835,-0.4910350926258726,-0.7754751663393733,-0.7977409475431144,-0.5437840685449697,-0.6819985919318889,-0.8790763776177453,0.18564675215501417,0.5919159546302822,-0.26836941956042204,0.06165721057167782,0.3507751810692963,-0.3668970326253827,-1.0961525885312116,-0.7318853500150437,-1.0798887112494693,-0.7793731669641071,0.01122396436490033,-0.30308190710325417,0.361645878990976,-0.25074418842665996,c#,-0.8124038404635961,0.6669202416298763,1,0.8927763942209216,0.3778865711272118
29,1,2017_4,cover,28,2014 was a fun time,neither,Hearing it in stores often or just dance game,neutral,somewhat,very,People requesting to listen to it,very,not at all,a little,somewhat,very,not at all,0.6092470343032518,-0.46532149666976175,-0.39410636126034193,-1.5528761060662788,0.07707934382865225,-0.5952779792055933,0.23752943196316648,0.9532906232098102,1.034871898560752,-0.520549048394837,-0.6056568470541043,-0.16534955005925875,-0.7216173316272444,-0.3120405393964399,0.16283303784982847,-0.32411332674375454,-0.25282775591043893,0.2690316259653707,0.34559748452094324,-0.6529598074687809,-1.2862877773242742,NA,-0.8124038404635961,0.6669202416298763,7,-1.9480011345018171,0.47968791033174096
29,1,2019_2,orig,33,I love this song it reminds me when we could go to the movie theater and not be afraid to get sick,completely spontaneous,My young nephew is a fan of Spider-Man and took him to see the movie and this was the soundtrack and he loved it and listen to it ever since after,very positive,very,extremely,I heard it so much due to my nephew and the radio but every time i hear it i think of spider-man,extremely,extremely,love it!,very,extremely,extremely,0.1833805749122722,-1.0925232082654937,-1.0348059663198463,-0.1778734958656539,-0.813128083182636,-1.0078314428195934,-0.4009207397165298,0.2139441674438943,1.285755015446337,0.12225415938369195,0.5988123010856377,-1.0798201135804526,0.6109913371627473,0.9567492785759496,-0.3858622027642965,0.4800016324669573,0.8443296605775051,3.666498182243286e-4,1.0804013542286512,-0.7916742697181655,-0.4095575980447266,G,-0.8124038404635961,0.6669202416298763,1,0.313588742733761,-0.21256119625905745
29,2,2009_3,orig,24,No general time,neither,I Remember hearing this on the actual just dance video game,neutral,not at all,very,I first remember hearing it first on mtv,very,a little,somewhat,not at all,somewhat,somewhat,0.3643137363770082,1.3940642854646597,0.9903189343380148,-1.3005732998258002,1.5985303158500146,1.299266513078983,0.24110391358628333,0.7447072840897729,-0.9069303973136158,0.35082263459486307,0.2190800322816981,0.4878856573477425,0.7447033421429111,0.9727801369164992,0.24134306527318464,0.7637530687692853,1.095636712138464,0.0245330934609091,0.6527979598028427,0.5845454220226769,0.6664294304458469,E,1.2186057606953942,-1.4844353765310143,1,1.5271247744211445,1.3958999631725042
29,2,2011_1,cover,26,No,completely spontaneous,My daughter loves Adele so i heard it a lot,neutral,somewhat,a little,Hearing my daughter lay it at to-back because is a big Adele fan,very,somewhat,somewhat,not at all,very,a little,-0.381427679094871,-0.7448361644428878,1.0791561656174211,1.6716959831336655,-0.28591524998483087,0.458915818891569,2.08793757372679,-0.03718229533836985,-2.1022111753682697,-2.4962886131250004,-1.1795252777534666,-1.6900686199297197,-1.357873214170258,-2.870087691394017,-0.4716262980844615,-1.5286534569855594,-1.4860579946060304,-1.831892003105249,-1.212939548732521,-0.3867566936575504,0.06387669876622915,g,-0.8124038404635961,0.6669202416298763,7,-0.8447865602405602,-0.15148039273634045
29,2,2012_1,cover,25,In my house watching tv and this video pop up so I took a look at it,completely spontaneous,I really like this song because of the creative visual i seen i was probably 25 around the time,very positive,extremely,somewhat,Remembered the song ever since I seen the video,extremely,somewhat,love it!,not at all,very,not at all,-1.3597354169020068,0.9819677275522694,0.4030780980651441,0.31653087655241263,-0.22056024804043572,0.622116242320192,0.26952321133192075,-0.7441789678947388,-0.2842779384336884,0.6283482289333344,0.35245542041729094,0.19998414913081,0.4503648335324307,0.9498635574928016,0.02080278868440905,-0.21114401834474655,-0.6569866496263372,0.6068340175037487,-0.2614677380724008,0.44723212518055616,1.1685567353462176,F,-0.8124038404635961,0.6669202416298763,6,-0.8999472889536225,-0.4976049460317396
29,2,2012_3,orig,26,A time of happiness and less stress,completely spontaneous,I know me and my family liked the song so we would sing it together,very positive,extremely,extremely,Singing it with my family and laughing,extremely,extremely,love it!,somewhat,extremely,somewhat,0.04911522335977889,-1.2130565511615028,-1.086357602891901,-0.6806431374700547,-1.3109819737519597,-1.0741057380859742,-0.7257650742241755,0.22366670535127584,1.0651545227798231,-0.631597648859348,0.7827647536593281,0.7458170426627431,1.1869678319008228,1.763441806142605,0.6387909552286364,0.6012032442274651,1.4544725075583416,0.6526182664465074,0.7448967781120295,-0.1457400274909842,-0.40955759590717505,F,-0.8124038404635961,0.6669202416298763,1,0.6445531150121386,-0.19220092841815176
29,2,2013_2,orig,28,No general time,completely spontaneous,My partner favorite song,very positive,somewhat,extremely,My partner played this nonstop still one of their favorite songs,extremely,very,a lot,somewhat,extremely,not at all,-1.4789391482147964,0.8831998963925466,-0.0770401996416611,-0.7016801949426444,-0.03876730227981821,0.3788608305210353,-0.38870947947168105,-1.4257938632836658,0.0558474110766942,0.8469479328966268,-0.8905111207325359,0.858791593307949,0.5716516393034481,-0.5500379012521049,0.5465718595951419,0.6734070024513381,-0.4808611731119377,0.5074959746872617,0.42859953624581737,0.21431312432421604,0.6664294304458469,G,-0.8124038404635961,0.6669202416298763,1,0.2032672853076351,0.09284282135453002
29,2,2013_3,orig,27,No specific I was maybe 27 at the time,somewhat spontaneous,Seen the video,neutral,a little,a little,Seen the video and thought it was a funny wild crazy take,extremely,not at all,a lot,not at all,very,not at all,1.5882926681616036,-1.523737161134865,-1.1769923274555325,-1.474226722085776,-0.8335506981178937,-1.0727036153439404,-0.649480451796715,1.4969506647271382,1.241280424957813,-1.2998579896196412,0.7347283476367465,-0.3775893630785684,0.7761859196458206,0.2385083256506393,1.0473820250424712,0.5073841228802727,0.7815872680266689,0.8308429036876422,0.673126713773634,0.8462971020656973,1.4592971517300195,A,-0.8124038404635961,0.6669202416298763,1,-0.7620454671709654,1.070135677718011
29,2,2014_1,orig,28,I remember first hearing this on a movie that my daughters watched despicable me,completely spontaneous,I heard this song so much i dislike it now,somewhat negative,somewhat,somewhat,"2014 is what I can recall on radios, movies etc",extremely,not at all,not at all,somewhat,not at all,not at all,1.767388604443536,2.73825333571983,1.270126570866274,-0.9824912569950912,0.397681364287004,2.07488255356608,0.5613403853526018,1.2260273079363102,-0.25096202485847935,2.512543959561539,-0.6829702744545977,1.065623061222403,-0.44849648307992007,-0.4827794195284492,0.6017460411689735,0.19329115722579956,-1.687693753859154,-0.4882478492002947,0.5777623199622693,-0.3979901845653831,2.5494067383201693,F,-0.8124038404635961,0.6669202416298763,1,2.657919713038934,1.8031053199906215
29,2,2014_4,orig,28,No,completely spontaneous,I know hearing this in mall with my partner,very positive,somewhat,somewhat,No,somewhat,not at all,somewhat,extremely,somewhat,somewhat,0.30096823514490173,0.35576537225548105,1.529064485116999,-0.7137532882315867,1.721602729598503,0.7961420866353266,1.9460093686061877,0.9355767175586658,-1.4583932753334188,-1.5352435363226156,-0.5523392408085808,-0.3303605495114278,0.8198235250915168,0.39804462449686656,-0.03024315759472238,1.3698630852001243,1.4847367243205516,0.9511220742078086,1.8425670833029577,0.4855469754764401,-0.2634359014981353,c,1.2186057606953942,-1.4844353765310143,1,0.6445531150121386,0.8258124636271406
29,2,2015_1,orig,27,It was just a time of fun,completely spontaneous,Hearing it dancing to it singing it was a great time when the song first came out still a good song to me,very positive,very,extremely,Back in 2016 i think was a easy year  for everyone,very,very,a lot,somewhat,extremely,very,-1.859438718213184,0.06392144035051137,0.5318774094322382,-0.00459833575898462,-0.17794931738408298,0.29989387543873847,0.7614949715810766,-2.0019836488334892,-0.9302825548623452,-0.6305584716505477,-0.64929348848233015,-0.4017148017745523,0.7902952070233671,-0.40287696055994177,-0.38209255698686834,0.8763464484513209,0.2385601111728294,2.3758056451775458,0.9737848693266375,1.2880906506288736,0.6664294304458469,F,-0.8124038404635961,0.6669202416298763,1,1.361642588281955,0.47968791033174096
29,2,2015_3,cover,31,At a movie theater,completely spontaneous,Seeing this play on movies or anywhere because it was a catchy song,very positive,extremely,a little,2017 and still to this day hear it,extremely,somewhat,a little,very,somewhat,not at all,-1.8920473777231657,-0.9888157959316112,0.1846885624194725,0.6638745723088747,-0.4598576678502182,-0.4493044424682807,0.26861561995124744,-1.5213388591760035,-1.0630073962859152,-2.784856959595203,-0.43325336173489304,-1.2005917286886103,-2.2402378353908516,-1.50135305306983,-1.675951200509426,-1.6490795860461596,-1.3934982431387235,0.15098486080745768,-0.6549926913836716,0.3941322821084924,-0.902718324691054,Bb,-0.8124038404635961,0.6669202416298763,3,-1.2584920255885312,-1.3730964631906917
29,2,2015_4,cover,29,No particular moment,somewhat spontaneous,I know i were in the car with my family and hearing this play if i turned on the radio,somewhat positive,not at all,a little,2016 I think is when i heard this song the most after that barely heard it again,somewhat,somewhat,somewhat,somewhat,a little,a little,0.00643534438582336,0.667232257346341,0.6882830673389972,-1.698526860763023,0.9183091966669618,0.7518626146902557,-0.38399565010150416,0.7505279696823203,-0.979451743381484,-0.6587280517452254,0.3526689306176234,-0.18055757870147823,2.0837257191450806,0.9400639143366212,0.6949674334034862,1.0161741481557034,1.908468829453695,1.3276620191118345,1.3810506545786252,1.3860628799138546,-1.1912669255128336,db,-0.8124038404635961,0.6669202416298763,3,-0.8723669245970913,0.9479740706725752
29,2,2016_3,cover,27,2016,neither,I know it from seeing lots of people dance to this,neutral,not at all,very,2016 some of the best songs i guess,somewhat,a little,somewhat,somewhat,somewhat,a little,-1.0524113736430951,-1.984402841970976,-1.6352543555776804,1.6119059270380716,-0.5704171684420406,-1.9326262140674375,-0.9324841961835852,-1.4277438266546765,2.251187417480129,-0.3971756040699973,-1.8447059985066152,0.3997763269567981,-1.6368572982625331,-2.16000651535082,0.6195137486018203,-2.2067291340574173,-0.6868065879372077,0.529316897051102,-3.0991123130048215,0.02632320348086428,-0.16524212141882597,eb,-0.8124038404635961,0.6669202416298763,2,-1.2033312968754684,-1.5970594094406558
29,2,2016_4,orig,30,I like the song i was probably 30 when this came out i think,completely spontaneous,Heard this song everywhere and not to mention one of my partners favorite songs in 2016,very positive,not at all,very,I know this song because my partner loved it,extremely,very,a lot,a little,very,not at all,0.6020403211072854,0.3564380646130233,-0.08676095913688922,0.824781261951595,-0.7800919153764119,0.01930564925743499,-0.27524232281751476,-0.3888328038351886,5.626070326919351e-5,0.05722894008839779,-0.4786442605828597,1.145895615195132,0.25511668583005725,0.8713136775842665,-0.8374130818249524,2.1073202789375567,0.8707997194586978,0.715860720038131,2.319322598448758,-1.356164033250457,-0.4095575980447266,B,1.2186057606953942,-1.4844353765310143,1,0.6445531150121386,1.1108562133998223
29,2,2017_2,cover,30,A time of fun and less worry,somewhat deliberate,It was over a lot of stores anytime i walked into a store i heard this song playing or festivals,neutral,not at all,extremely,Hearing it play in different places often,extremely,a little,somewhat,very,somewhat,a little,1.3146057583463278,-0.5247350066475631,-1.313849625161506,0.11488484775944914,-0.5861052425285903,-0.9837123859319692,-1.7280615788720517,-0.19339101756218796,0.9501963564176366,0.9831052361595756,0.36010733227924707,1.2164565200085586,0.30028809538922707,-0.5906289314378677,0.9487003400117792,-1.2507060464363462,-0.1679846715487808,0.6020852780281146,-0.8073546964120449,0.23572322017286135,-0.5500014229540788,Db,-0.8124038404635961,0.6669202416298763,2,-0.37592036617952546,-0.5179652138726457
29,2,2017_4,orig,33,One of my fun times,completely spontaneous,I remember turning up the radio with my friends because he is one of my favorite artist,very positive,somewhat,extremely,Having it on my playlist and listening to it frequently,extremely,extremely,love it!,very,extremely,not at all,2.0862868562135146,0.5576534705217027,-0.2294187650546073,-0.4360450211702604,-0.7647613422912559,0.2786253683602522,-1.1818642847389629,-0.22322824921942724,-0.18073426408267687,1.1078336178181,0.2617806602424227,0.8707246632362723,2.065906780382395,1.5285272268879329,1.9311835617383544,1.0306966145219305,1.4689920669452603,1.4303682045186836,1.293590446900558,1.330334199699266,-1.1057845047424466,NA,-0.8124038404635961,0.6669202416298763,1,-1.4515545760842508,0.5204084460135531
29,2,2018_4,orig,34,We had just moved into a new home i believe when this song was becoming popular,completely spontaneous,Seeing my daughters listen to it or play the song on a game,somewhat positive,not at all,very,I heard it almost everyday due to my daughters listening to it going to school or coming from school,extremely,very,a little,somewhat,very,not at all,1.7370241700075235,-0.6654574936452484,-1.3054010347531222,-0.03787324222178811,-0.3324079621824949,-1.0842377832320984,-1.3406754200682491,0.4717489980288937,1.5105397792268629,0.5938134198411696,-0.408649912013783,-0.5222278499996439,0.8576682134528172,1.0151463585773008,-1.1884163443389963,1.76546749764847,0.6284653348992048,0.0748492150723985,0.7816027913114932,0.8042823734716464,0.06387669876622915,g,1.2186057606953942,-1.4844353765310143,1,0.12052619223804038,-0.15148039273634045
29,2,2019_1,orig,34,No,completely spontaneous,I remembered hearing this song on a awards show or the radio with my kid,very positive,somewhat,a little,2017 this song was heavily promoted so i heard dit quite often not sure what the first encounter was honestly,extremely,extremely,love it!,a little,very,a little,-0.5719193737597396,-1.9041045631121016,-0.9324299896827344,1.1708550140944234,-0.21029386285815524,-1.381331538191316,-0.4772226528403983,-1.1020168231347738,0.2731245416631884,-2.785364185328946,-1.730146938129624,-2.9831289568916772,-3.802915446800077,-1.4488037564650835,-3.8961489596590697,-3.1033736773890968,-1.2074304718032216,-3.3226655112426604,-0.39612805263906126,-1.701582274855192,-1.4477907057613126,Db,-0.8124038404635961,0.6669202416298763,1,-0.10011672261421138,-0.6401268209180805
29,2,2019_2,cover,32,Going to the movie with my nephew,completely spontaneous,My nephew loves watching movies so this played on spider man and he listens to it nonstop,very positive,somewhat,somewhat,Hearing my nephew play it over and over,extremely,extremely,a lot,very,extremely,very,-1.501499013811665,0.3855003928570213,0.4744505957971085,0.18757218499494405,0.2421216693394027,0.31341794859536837,0.4029489760480764,-1.281915385907866,-0.7362909284002304,0.23017944778533672,0.6679977961973905,1.280959807879969,0.514998002443663,0.6820286275809111,0.7437089009671219,-0.01812272548794338,0.3661521895064326,1.0474393115689595,0.22174307049957412,0.15498546783608402,-0.6725766518285908,G,-0.8124038404635961,0.6669202416298763,6,-0.37592036617952546,-0.6197665530771753
29,2,2019_3,cover,27,No,neither,Private,neutral,somewhat,somewhat,No,a little,not at all,somewhat,a little,somewhat,not at all,0.937583580149596,0.8183040152464621,1.5363067861021145,-1.8964900892384169,2.3198385279114007,1.2061585831402222,1.669065941910003,1.5610356524998266,-1.5314171286424003,-0.35520877281200647,1.3747644296193493,1.2949712077786706,0.2751591794526214,-1.1383520183613025,0.8287079982443364,0.64772185415353,0.06343534227478287,0.0822210508499241,0.7276917568417621,1.0406614596611752,-1.4477907057613126,Eb,-0.8124038404635961,0.6669202416298763,3,-1.920420770145286,1.558782105899751
30,1,2012_1,orig,23,23-25,completely spontaneous,I was with my cousin and we were in her car listening to this song while screaming the lyrics at the top of our lungs.,very positive,very,very,I love this song and would always listen to it back when I was 23-25!,extremely,somewhat,love it!,a little,very,very,-0.8408181898964185,-0.8801238447444744,-0.818981412205266,0.05340603521295918,-0.387100258867443,-0.7153358518291634,-0.601365056654307,-0.738341273075945,0.9414554486903686,0.3043695944911632,0.8094855834722299,0.33275761144103655,1.0493583333468846,0.7514960791749731,0.5848931542986902,0.4062311373126647,0.4994076522844574,-0.03219267081533387,-0.15659960730423525,-1.1793469963591463,1.1685567353462176,F,-0.8124038404635961,0.6669202416298763,1,-1.0654294750928113,-0.3347228033044931
30,1,2015_3,orig,17,I associate it with Paul Walker,neither,I remember seeing the music video for this song when it first came out and crying because of Paul Walker's death!,somewhat negative,somewhat,not at all,It's a song i know and i listened to on the radio when it first came out. I also watched the music video quite a bit because It was dedicated to paul walker and I loved him as an actor,very,somewhat,a lot,not at all,very,somewhat,-1.7016022041478496,-1.895476671525636,-2.0178269749850477,0.6602090041151759,-1.4306553236870896,-2.092403360207197,-1.4818339266195604,-2.8344642833681126,2.0426001805475074,0.9903556588018234,-0.1813279881831757,-0.390544124199426,-0.05523724984392374,-0.08880498981905914,-1.1972251135127108,-0.08544909623774655,-1.1990643902699496,0.9759747471514312,-2.414380946695771,-1.370253230416826,-0.902718324691054,Bb,-0.8124038404635961,0.6669202416298763,1,-1.7549385840060971,-1.5970594094406558
30,1,2018_3,cover,31,early 30s,somewhat deliberate,This song made me think of when I saw Florida Georgia line in concert with a friend of mine.,somewhat positive,somewhat,extremely,i know this song and i like it. it's not my favorite from the band who originally sings it. I remember seeing it live when I saw them in concert though.,extremely,very,somewhat,extremely,somewhat,somewhat,1.086980691430657,0.5196987139072694,0.3344778244545336,0.01415748193020445,-0.71417731376828,0.5078798117951382,-0.1555327677087288,0.8575704001942653,-0.7307497574072538,0.5618613460782224,1.7744521355790353,0.02552782613898036,-1.1728792097722294,-0.212977731792014,0.03719215439879501,-0.2911045766105871,-0.42141228179862417,-0.7114679752687396,0.4718765089749584,-0.17487352400171344,-1.105784506879998,Bb,1.2186057606953942,0.6669202416298763,1,0.2860083783772298,-0.3347228033044922
30,2,2012_1,cover,23,early 20s,somewhat deliberate,I was with my cousin and we were driving and screaming this song at the top of our lungs as it played on the radio.,somewhat positive,very,very,I love the original version of this song and used to listen to it a lot in my early twenties.,extremely,somewhat,love it!,somewhat,somewhat,very,-1.3597354169020068,0.9819677275522694,0.4030780980651441,0.31653087655241263,-0.22056024804043572,0.622116242320192,0.26952321133192075,-0.7441789678947388,-0.2842779384336884,0.6283482289333344,0.35245542041729094,0.19998414913081,0.4503648335324307,0.9498635574928016,0.02080278868440905,-0.21114401834474655,-0.6569866496263372,0.6068340175037487,-0.2614677380724008,0.44723212518055616,1.1685567353462176,F,-0.8124038404635961,0.6669202416298763,6,-0.8999472889536225,-0.4976049460317396
31,1,2009_2,cover,18,18-20,neither,Lady Gaga was a staple of songs I listened to walking to class freshman year of college.,somewhat positive,a little,somewhat,See response earlier.,extremely,a little,a lot,a little,somewhat,very,-0.22247990741344773,-1.640119889176988,-1.5051024535993458,0.6419726457509409,-1.047978450169157,-1.5389481904690998,-0.9053898626701568,-0.1518894683108454,1.4540269845160816,-0.8649597401590979,-0.10128157373433191,-0.29681744191488046,-0.22888777049975276,0.5039891154862067,-0.1765916732806807,0.1882310070515853,0.5356862883168207,-0.09647986487048094,0.29675198517785606,-0.9272227281130296,0.9055376708745948,B,1.2186057606953942,-1.4844353765310143,4,-0.4862418236056514,-0.3347228033044931
31,1,2009_3,cover,18,18-22,completely deliberate,Walking to class most mornings my freshman year of college I had this song playing.,somewhat positive,somewhat,a little,It was all over campus in college.  Lady Gaga had just gotten popular.,extremely,very,love it!,not at all,somewhat,extremely,-0.539550476788223,0.7967539967785011,1.8919067241518772,-1.614162242340625,2.98497692372523,1.4184121121830366,2.3788598495657634,1.296936766346596,-1.9704055181793731,-0.6720551657867707,1.895587260702408,1.233942982159879,-0.09912944173369684,0.36062378560162606,0.8939695363404775,0.9754303014515844,1.33104879836208,0.5590947143189833,1.289921839995708,0.3242898927200958,0.6664294304458469,E,1.2186057606953942,-1.4844353765310143,3,-0.10011672261421138,1.3958999631725042
31,1,2010_1,cover,24,20-24,completely deliberate,Definitely had this and other Kesha songs in a playlist on a long work commute right around when I got to lead my first project.,somewhat positive,not at all,a little,"In several playlists and college parties, but mostly remember it for the work commute.",very,a little,a lot,a little,very,somewhat,-1.5843320801726295,-0.7432239065074712,-0.01535057103424868,2.5273524618174212,-1.31537413791451,-0.5342693547105105,0.3979347913363489,-1.9482280753234476,0.19191497758620885,0.6567028132589373,-1.0960699371349605,-2.163718859697165,-1.7527746819547965,-1.0188420327396153,-1.6971569538986342,-1.776443856122157,0.03486415698970847,-2.614748533997007,-0.9301691426255684,-1.4715782097823704,-0.5456019354717078,F,1.2186057606953942,-1.4844353765310143,2,0.0102047348119157,-1.9635442305769613
31,1,2012_1,orig,24,24-32,somewhat spontaneous,I think it was a song I listened to a lot recovering from a surgery.,somewhat negative,somewhat,not at all,post-surgery recover and definitely in a breakup playlist or two.,extremely,a little,a lot,not at all,very,a little,-0.8408181898964185,-0.8801238447444744,-0.818981412205266,0.05340603521295918,-0.387100258867443,-0.7153358518291634,-0.601365056654307,-0.738341273075945,0.9414554486903686,0.3043695944911632,0.8094855834722299,0.33275761144103655,1.0493583333468846,0.7514960791749731,0.5848931542986902,0.4062311373126647,0.4994076522844574,-0.03219267081533387,-0.15659960730423525,-1.1793469963591463,1.1685567353462176,F,-0.8124038404635961,0.6669202416298763,1,-1.0654294750928113,-0.3347228033044931
31,1,2012_2,cover,23,22-25,completely spontaneous,A coworker remixed this song to serenade another coworker when we were all working late early in my career.  It was hilarious.,very positive,extremely,extremely,"I like it.  It's in several playlists and made my joke ""white girl"" playlist.",extremely,a little,love it!,extremely,extremely,extremely,-0.2485882585795958,0.4350449460256778,0.3390482789606714,-0.9247741379057562,0.18851624375811044,0.47809462967729816,-0.1085886208384894,0.2968198572141111,-0.505280958204769,0.46490714450177,0.9508167683580652,0.5029890827833686,0.8588086618037621,-0.5034469511881668,0.5784671169848319,-0.1898950133995272,-0.266279708609178,0.02616921288803266,0.07345627378174581,-0.44904494984768806,0.6664294304458469,E,-0.8124038404635961,0.6669202416298763,1,1.113419309073172,0.7850919279453292
