internal_id,session,song_id,orig_or_cover,age_at_event,association,control,description,emot_content,emot_intensity,energetic,experience,familiarity,important,preference,social,unique,vivid
19,1,2009_3,cover,NA,22,NA,NA,NA,NA,NA,Listened on the radio,very,NA,a lot,NA,NA,NA
19,1,2010_1,cover,18,15,completely spontaneous,Me and my friends singing out loud in one of the first parties of the university,very positive,not at all,extremely,Listened on the radio,extremely,somewhat,a lot,extremely,very,extremely
19,1,2010_2,orig,NA,20,NA,NA,NA,NA,NA,I had heard but can't recognize it,a little,NA,not at all,NA,NA,NA
19,1,2010_3,cover,NA,15,NA,NA,NA,NA,NA,Heard it on YouTube,somewhat,NA,a little,NA,NA,NA
19,1,2011_1,orig,NA,22,NA,NA,NA,NA,NA,One of my favorites from this artist,extremely,NA,love it!,NA,NA,NA
19,1,2011_2,cover,NA,19,NA,NA,NA,NA,NA,On of my favorites that year,extremely,NA,a lot,NA,NA,NA
19,1,2011_3,orig,NA,20,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,a lot,NA,NA,NA
19,1,2011_4,orig,NA,18,NA,NA,NA,NA,NA,One of my favorites that year,extremely,NA,a lot,NA,NA,NA
19,1,2012_1,orig,NA,20,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,love it!,NA,NA,NA
19,1,2012_2,cover,21,21,neither,Me and my girl friends singing really loud,very positive,not at all,somewhat,Heard on YouTube,extremely,not at all,a lot,somewhat,not at all,somewhat
19,1,2012_3,cover,22,21,completely spontaneous,Me and my friends crying while singing it in our graduation party,somewhat positive,very,somewhat,Listened on the radio,extremely,extremely,a lot,extremely,extremely,extremely
19,1,2012_4,orig,NA,18,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,a lot,NA,NA,NA
19,1,2012_5,orig,NA,29,NA,NA,NA,NA,NA,Heard it on Instagram and TikTok,somewhat,NA,somewhat,NA,NA,NA
19,1,2013_1,cover,NA,24,NA,NA,NA,NA,NA,Watched the music video on YouTube,extremely,NA,a lot,NA,NA,NA
19,1,2013_2,cover,19,19,neither,Me singing it out loud with my friends at the university,very positive,somewhat,somewhat,Listened on YouTube,very,somewhat,somewhat,somewhat,very,very
19,1,2013_3,cover,NA,20,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,love it!,NA,NA,NA
19,1,2013_5,cover,NA,25,NA,NA,NA,NA,NA,Listened on Spotify,very,NA,love it!,NA,NA,NA
19,1,2013_6,orig,22,22,completely spontaneous,My partner dedicated to me in the beginning of our relationship,very positive,extremely,very,One of my partner favorites,extremely,extremely,love it!,a little,extremely,extremely
19,1,2014_1,cover,26,26,somewhat spontaneous,Me and all my loved ones dancing this song at my wedding,very positive,very,extremely,One of my favorites when it was released,extremely,extremely,a lot,extremely,extremely,extremely
19,1,2014_2,cover,NA,24,NA,NA,NA,NA,NA,Listened on a video from Instagram,extremely,NA,a lot,NA,NA,NA
19,1,2014_3,cover,NA,23,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2014_4,cover,NA,23,NA,NA,NA,NA,NA,Listened a lot when it was released,extremely,NA,somewhat,NA,NA,NA
19,1,2014_5,orig,NA,21,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,a lot,NA,NA,NA
19,1,2015_1,cover,25,25,somewhat deliberate,Me dancing in one of my birthday parties with my loved ones,very positive,somewhat,very,One of my favorites from that artist,extremely,a little,love it!,extremely,somewhat,very
19,1,2015_2,orig,25,20,completely spontaneous,Me and my partner dancing it the first night we moved together,very positive,very,a little,Heard it on the radio,extremely,very,love it!,not at all,very,extremely
19,1,2015_3,orig,24,24,completely spontaneous,I was crying at the cinema while watching the final of fast and furious,neutral,very,a little,Heard it in a movie,extremely,not at all,love it!,very,a little,extremely
19,1,2015_4,orig,NA,22,NA,NA,NA,NA,NA,Listened on a video,very,NA,love it!,NA,NA,NA
19,1,2015_5,cover,NA,23,NA,NA,NA,NA,NA,Listened on the radio,extremely,NA,a lot,NA,NA,NA
19,1,2016_1,orig,NA,22,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,somewhat,NA,NA,NA
19,1,2016_2,cover,NA,25,NA,NA,NA,NA,NA,Listened on Spotify and the radio,extremely,NA,a lot,NA,NA,NA
19,1,2016_3,orig,25,25,somewhat spontaneous,I was dancing in a club with my partner,very positive,extremely,very,One of my favorites from that artist,extremely,somewhat,a lot,very,somewhat,very
19,1,2016_4,cover,23,23,somewhat deliberate,Me dancing with my partner,very positive,somewhat,very,One of my favorites that year,extremely,a little,love it!,very,not at all,very
19,1,2016_5,orig,NA,21,NA,NA,NA,NA,NA,Listened on YouTube,extremely,NA,love it!,NA,NA,NA
19,1,2017_1,orig,23,23,completely spontaneous,My partner singing it to me and dancing together,very positive,somewhat,a little,Listened on Spotify,extremely,a little,a lot,not at all,not at all,very
19,1,2017_2,orig,24,24,completely spontaneous,Me dancing with my partner in a party,very positive,not at all,very,Listened on Spotify,extremely,a little,a lot,extremely,not at all,very
19,1,2017_3,orig,NA,24,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2017_4,cover,27,27,somewhat deliberate,I was angry with somebody and when I heard this song I told it was for that person,somewhat positive,a little,a little,It's one of my favorites from Kendrick Lamar,extremely,not at all,love it!,somewhat,a little,a little
19,1,2017_5,orig,26,24,somewhat spontaneous,Me and my partner singing it to each other at a concert,very positive,very,very,Listened on Spotify,extremely,somewhat,love it!,extremely,very,extremely
19,1,2018_1,cover,NA,26,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2018_2,orig,26,25,completely spontaneous,It was the song of the first dance in my wedding,very positive,extremely,a little,Listened on Spotify,extremely,extremely,love it!,very,extremely,extremely
19,1,2018_3,cover,NA,26,NA,NA,NA,NA,NA,Listened on Spotify,very,NA,somewhat,NA,NA,NA
19,1,2018_4,cover,NA,23,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2018_5,cover,26,26,completely deliberate,My boyfriend of that moment played to me because he was sure I would like it and ended up as one of our favorites,very positive,somewhat,very,It's one of the favourites of me and my partner,extremely,somewhat,love it!,somewhat,somewhat,very
19,1,2019_1,cover,NA,27,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2019_2,orig,27,27,neither,I listened with one of my baby cousins in front of the tv,somewhat positive,not at all,a little,It's one of my favorites,extremely,not at all,love it!,a little,a little,somewhat
19,1,2019_3,orig,NA,26,NA,NA,NA,NA,NA,Listened on Spotify,extremely,NA,a lot,NA,NA,NA
19,1,2019_4,cover,NA,29,NA,NA,NA,NA,NA,Listened on Spotify,very,NA,somewhat,NA,NA,NA
19,2,2008_2,cover,NA,No applicable,NA,NA,NA,NA,NA,Heard it on YouTube,a little,NA,a little,NA,NA,NA
19,2,2008_3,orig,NA,16,NA,NA,NA,NA,NA,Heard it on the radio,very,NA,a little,NA,NA,NA
19,2,2009_2,orig,NA,18,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2009_3,orig,NA,18,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,a lot,NA,NA,NA
19,2,2010_1,orig,NA,17,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,somewhat,NA,NA,NA
19,2,2010_2,cover,NA,18,NA,NA,NA,NA,NA,Heard it ok the radio,a little,NA,a little,NA,NA,NA
19,2,2010_3,orig,NA,20,NA,NA,NA,NA,NA,Heard it on the radio,somewhat,NA,somewhat,NA,NA,NA
19,2,2011_1,cover,NA,20,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,love it!,NA,NA,NA
19,2,2011_2,orig,NA,18,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,a lot,NA,NA,NA
19,2,2011_3,cover,NA,20,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2011_4,cover,NA,No applicable,NA,NA,NA,NA,NA,Never heard it,not at all,NA,a little,NA,NA,NA
19,2,2012_1,cover,NA,19,NA,NA,NA,NA,NA,Saw the video on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2012_2,orig,NA,21,NA,NA,NA,NA,NA,I heard it on YouTube,extremely,NA,somewhat,NA,NA,NA
19,2,2012_3,orig,22,18,somewhat spontaneous,Me and my classmates sang this song in our graduation party,somewhat positive,very,extremely,Heard it on YouTube,extremely,extremely,a lot,extremely,extremely,very
19,2,2012_4,cover,NA,18,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,a lot,NA,NA,NA
19,2,2012_5,cover,NA,29,NA,NA,NA,NA,NA,Heard it on TikTok,very,NA,somewhat,NA,NA,NA
19,2,2013_1,orig,NA,21,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,a lot,NA,NA,NA
19,2,2013_2,orig,NA,22,NA,NA,NA,NA,NA,Heard it on the radio,very,NA,a little,NA,NA,NA
19,2,2013_3,orig,NA,20,NA,NA,NA,NA,NA,One of my favorites from imagine dragons,extremely,NA,love it!,NA,NA,NA
19,2,2013_5,orig,NA,21,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2013_6,cover,NA,19,NA,NA,NA,NA,NA,Heard it on the radio,somewhat,NA,somewhat,NA,NA,NA
19,2,2014_1,orig,NA,24,NA,NA,NA,NA,NA,Heard it on the radio,very,NA,somewhat,NA,NA,NA
19,2,2014_2,orig,NA,23,NA,NA,NA,NA,NA,One of my favorites from Katy Perry,extremely,NA,a lot,NA,NA,NA
19,2,2014_3,orig,23,23,neither,My partner sang it to me,very positive,a little,a little,Heard it on the radio,extremely,very,a lot,not at all,somewhat,very
19,2,2014_4,orig,NA,23,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,somewhat,NA,NA,NA
19,2,2014_5,cover,NA,25,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2015_1,orig,NA,24,NA,NA,NA,NA,NA,Saw the video on YouTube,extremely,NA,love it!,NA,NA,NA
19,2,2015_2,cover,NA,20,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,love it!,NA,NA,NA
19,2,2015_3,cover,24,24,completely spontaneous,I was crying in the cinema while watching fast and furious,neutral,a little,a little,Heard it on a movie,extremely,not at all,love it!,somewhat,a little,very
19,2,2015_4,cover,NA,22,NA,NA,NA,NA,NA,Heard it on some video app,very,NA,a little,NA,NA,NA
19,2,2015_5,orig,23,23,neither,My partner sang it to me while we were in a little road trip,very positive,somewhat,somewhat,Heard it on the radio,very,somewhat,a lot,not at all,somewhat,very
19,2,2016_1,cover,NA,24,NA,NA,NA,NA,NA,I was fan of Justin Bieber,extremely,NA,somewhat,NA,NA,NA
19,2,2016_2,orig,NA,25,NA,NA,NA,NA,NA,I was a fan of Justin Bieber,extremely,NA,a lot,NA,NA,NA
19,2,2016_3,cover,NA,24,NA,NA,NA,NA,NA,Heard it on Spotify,extremely,NA,a lot,NA,NA,NA
19,2,2016_4,orig,24,24,completely spontaneous,Me dancing to my partner,very positive,not at all,somewhat,Heard it on YouTube,extremely,a little,love it!,very,a little,very
19,2,2016_5,cover,NA,24,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,love it!,NA,NA,NA
19,2,2017_1,cover,NA,24,NA,NA,NA,NA,NA,Heard it on the radio,extremely,NA,love it!,NA,NA,NA
19,2,2017_2,cover,NA,25,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2017_3,cover,NA,24,NA,NA,NA,NA,NA,Heard it on YouTube,extremely,NA,a lot,NA,NA,NA
19,2,2017_4,orig,NA,26,NA,NA,NA,NA,NA,Heard it on Spotify,extremely,NA,love it!,NA,NA,NA
19,2,2017_5,cover,24,24,somewhat spontaneous,Me and my partner sang it to each other in a concert,very positive,very,very,Heard it on the radio,extremely,very,love it!,very,very,very
19,2,2018_1,orig,NA,24,NA,NA,NA,NA,NA,I like Drake a lot,extremely,NA,a lot,NA,NA,NA
19,2,2018_2,cover,26,24,completely spontaneous,It was the song of the first dance of my wedding,very positive,very,a little,Heard it on YouTube,extremely,extremely,love it!,extremely,extremely,extremely
19,2,2018_3,orig,NA,24,NA,NA,NA,NA,NA,Heard it on Spotify,very,NA,somewhat,NA,NA,NA
19,2,2018_4,orig,25,25,somewhat spontaneous,Me dancing in the club showing my latin moves,very positive,not at all,somewhat,Heard it on a movie,extremely,not at all,a lot,very,a little,somewhat
19,2,2018_5,orig,NA,26,NA,NA,NA,NA,NA,Heard it on Spotify,extremely,NA,love it!,NA,NA,NA
19,2,2019_1,orig,NA,27,NA,NA,NA,NA,NA,Heard it on Spotify,very,NA,somewhat,NA,NA,NA
19,2,2019_2,cover,NA,24,NA,NA,NA,NA,NA,Heard it on a movie,extremely,NA,love it!,NA,NA,NA
19,2,2019_3,cover,NA,28,NA,NA,NA,NA,NA,Heard it on Spotify,extremely,NA,a lot,NA,NA,NA
19,2,2019_4,orig,NA,28,NA,NA,NA,NA,NA,Heard it on Spotify,very,NA,a lot,NA,NA,NA
20,1,2008_2,orig,20,20,somewhat deliberate,I remember I was playing games with my brother and this song came on the radio.,somewhat positive,a little,a little,I used to listen to it on the radio back in my early 20's,somewhat,a little,somewhat,a little,a little,somewhat
20,1,2008_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2009_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2009_3,cover,NA,no,NA,NA,NA,NA,NA,I remember hearing it on the radio and seeing music videos when it came out,a little,NA,not at all,NA,NA,NA
20,1,2010_1,cover,NA,no,NA,NA,NA,NA,NA,I think I heard this song a lot when it came out on the radio,a little,NA,not at all,NA,NA,NA
20,1,2010_2,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2010_3,cover,NA,no,NA,NA,NA,NA,NA,heard it on the radio before not sure when,somewhat,NA,a little,NA,NA,NA
20,1,2011_1,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2011_2,cover,NA,no,NA,NA,NA,NA,NA,I remember hearing this song on tv a few times throughout the years,a little,NA,not at all,NA,NA,NA
20,1,2011_3,orig,NA,Mid 20s,NA,NA,NA,NA,NA,I heard it played on the radio a lot,very,NA,somewhat,NA,NA,NA
20,1,2011_4,orig,NA,no,NA,NA,NA,NA,NA,heard it on the radio a few times throughout the years,somewhat,NA,a little,NA,NA,NA
20,1,2012_1,orig,NA,no,NA,NA,NA,NA,NA,I have heard it played by friends before a a few times,very,NA,a little,NA,NA,NA
20,1,2012_2,cover,NA,25,NA,NA,NA,NA,NA,I heard it on the radio a bunch back when it first came out.,somewhat,NA,a little,NA,NA,NA
20,1,2012_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2012_4,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2012_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2013_1,cover,NA,no,NA,NA,NA,NA,NA,I remember hearing it on the radio when it came out,a little,NA,a little,NA,NA,NA
20,1,2013_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2013_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2013_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2013_6,orig,NA,no,NA,NA,NA,NA,NA,I use to listen to it a few times back 5 or 6 years ago,somewhat,NA,somewhat,NA,NA,NA
20,1,2014_1,cover,NA,no,NA,NA,NA,NA,NA,I have heard it on the radio a few times on tv in things and stuff,somewhat,NA,a little,NA,NA,NA
20,1,2014_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2014_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2014_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2014_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2015_1,cover,NA,no,NA,NA,NA,NA,NA,heard my friends listen to it back when it came out,a little,NA,a little,NA,NA,NA
20,1,2015_2,orig,NA,no,NA,NA,NA,NA,NA,I heard it on the radio when it was popular,very,NA,somewhat,NA,NA,NA
20,1,2015_3,orig,NA,no,NA,NA,NA,NA,NA,I heard it in movies or on tv I don't remember when,a little,NA,a little,NA,NA,NA
20,1,2015_4,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2015_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2016_1,orig,NA,no,NA,NA,NA,NA,NA,I heard it a few times when it first came out on radio,a little,NA,not at all,NA,NA,NA
20,1,2016_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2016_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,a little,NA,NA,NA
20,1,2016_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,a little,NA,NA,NA
20,1,2016_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2017_1,orig,26,late 20s,somewhat deliberate,Private,somewhat positive,somewhat,somewhat,I used to listen to this song all the time with my partner,very,a little,a lot,a little,somewhat,very
20,1,2017_2,orig,NA,late 20,NA,NA,NA,NA,NA,heard it on the radio a lot when it first came out,a little,NA,not at all,NA,NA,NA
20,1,2017_3,orig,NA,late 20s,NA,NA,NA,NA,NA,My partner used to listen to this song  a lot back when it came out,very,NA,a little,NA,NA,NA
20,1,2017_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2017_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2018_1,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2018_2,orig,NA,not sure,NA,NA,NA,NA,NA,I have heard this song played on the radio throughout the years,very,NA,somewhat,NA,NA,NA
20,1,2018_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2018_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2018_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2019_1,cover,NA,late 20s,NA,NA,NA,NA,NA,i remember it being on the radio all the time when it first came out,somewhat,NA,a little,NA,NA,NA
20,1,2019_2,orig,NA,My late 20's,NA,NA,NA,NA,NA,I remember I use to listen to this song a few times on Spotify back in my late 20s,somewhat,NA,somewhat,NA,NA,NA
20,1,2019_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,1,2019_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2008_2,cover,15,18-20,somewhat deliberate,I and my brother were playing games and I remember hearing this song.,somewhat positive,somewhat,a little,would hear it on the radio a lot,somewhat,a little,somewhat,somewhat,somewhat,somewhat
20,2,2008_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2009_2,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio when it came out,a little,NA,a little,NA,NA,NA
20,2,2009_3,orig,NA,no,NA,NA,NA,NA,NA,heard it on the radio,somewhat,NA,not at all,NA,NA,NA
20,2,2010_1,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio when it came out,a little,NA,not at all,NA,NA,NA
20,2,2010_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2010_3,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio from time to time,a little,NA,a little,NA,NA,NA
20,2,2011_1,cover,NA,no,NA,NA,NA,NA,NA,never heard it before,not at all,NA,not at all,NA,NA,NA
20,2,2011_2,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio,a little,NA,not at all,NA,NA,NA
20,2,2011_3,cover,NA,no,NA,NA,NA,NA,NA,heard it on the radio when it came out,a little,NA,a little,NA,NA,NA
20,2,2011_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2012_1,cover,NA,no,NA,NA,NA,NA,NA,I would hear it on the radio,a little,NA,not at all,NA,NA,NA
20,2,2012_2,orig,NA,early 20s,NA,NA,NA,NA,NA,would hear it on the radio,a little,NA,a little,NA,NA,NA
20,2,2012_3,orig,29,late 20s,somewhat deliberate,Me and my friends were in the car at night and the song came on the radio and we all sang along.,somewhat positive,somewhat,very,used to listen to this song all the time on the radio,very,somewhat,a lot,very,somewhat,somewhat
20,2,2012_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2012_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2013_1,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2013_2,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2013_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2013_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2013_6,cover,NA,no,NA,NA,NA,NA,NA,would hear it on the radio when it came out,somewhat,NA,somewhat,NA,NA,NA
20,2,2014_1,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio,somewhat,NA,not at all,NA,NA,NA
20,2,2014_2,orig,NA,no,NA,NA,NA,NA,NA,would hear it  on the radio when it came out,a little,NA,a little,NA,NA,NA
20,2,2014_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2014_4,orig,NA,no,NA,NA,NA,NA,NA,heard it on the radio when it came out,a little,NA,a little,NA,NA,NA
20,2,2014_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2015_1,orig,NA,late 20s,NA,NA,NA,NA,NA,would hear it on the radio when it came out,somewhat,NA,somewhat,NA,NA,NA
20,2,2015_2,cover,NA,no,NA,NA,NA,NA,NA,would hear it on the radio,somewhat,NA,somewhat,NA,NA,NA
20,2,2015_3,cover,NA,no,NA,NA,NA,NA,NA,heard it on movies and tv shows,a little,NA,a little,NA,NA,NA
20,2,2015_4,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2015_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2016_1,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2016_2,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio,a little,NA,not at all,NA,NA,NA
20,2,2016_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2016_4,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio when it came out,somewhat,NA,a little,NA,NA,NA
20,2,2016_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2017_1,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2017_2,cover,NA,no,NA,NA,NA,NA,NA,heard it on the radio,a little,NA,not at all,NA,NA,NA
20,2,2017_3,cover,NA,no,NA,NA,NA,NA,NA,heard it on the radio,somewhat,NA,somewhat,NA,NA,NA
20,2,2017_4,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,a little,NA,NA,NA
20,2,2017_5,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2018_1,orig,NA,late 20s,NA,NA,NA,NA,NA,would hear it on the radio,somewhat,NA,somewhat,NA,NA,NA
20,2,2018_2,cover,NA,no,NA,NA,NA,NA,NA,would hear it on the radio from time to time,somewhat,NA,a little,NA,NA,NA
20,2,2018_3,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2018_4,orig,NA,no,NA,NA,NA,NA,NA,would hear it on the radio,a little,NA,a little,NA,NA,NA
20,2,2018_5,orig,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2019_1,orig,NA,late 20s,NA,NA,NA,NA,NA,heard it on the radio,somewhat,NA,a little,NA,NA,NA
20,2,2019_2,cover,NA,no,NA,NA,NA,NA,NA,never heard it,not at all,NA,not at all,NA,NA,NA
20,2,2019_3,cover,NA,no,NA,NA,NA,NA,NA,never heard it before,not at all,NA,not at all,NA,NA,NA
20,2,2019_4,orig,NA,30s,NA,NA,NA,NA,NA,heard it on the radio,somewhat,NA,somewhat,NA,NA,NA
21,1,2008_2,orig,NA,9-Aug,NA,NA,NA,NA,NA,I remember hearing it all the time in the car and I think I would listen to it on youtube as well.,extremely,NA,a lot,NA,NA,NA
21,1,2008_3,cover,NA,8-10(only for the original song),NA,NA,NA,NA,NA,I have never heard this cover but the original by alicia keys is so good! I heard it all the time on the radio because my mom and aunt loved it. I probably watched it on youtube a few times too.,somewhat,NA,somewhat,NA,NA,NA
21,1,2009_2,cover,NA,n/a,NA,NA,NA,NA,NA,I know the original and saw it on youtube and heard it on the radio when I was young. I don't know this cover.,somewhat,NA,a little,NA,NA,NA
21,1,2009_3,cover,NA,11-Oct,NA,NA,NA,NA,NA,I have never heard this cover but I know the original. I heard it all the time on the radio during elementary school and I'm pretty sure it was played at PE sometimes.,somewhat,NA,a lot,NA,NA,NA
21,1,2010_1,cover,NA,n/a,NA,NA,NA,NA,NA,No experience with this cover but the original I liked so much when I was young. I liked watching other people make versions of it on youtube as well.,somewhat,NA,a little,NA,NA,NA
21,1,2010_2,orig,NA,23-Nov,NA,NA,NA,NA,NA,I loved this song when I was younger and I showed it to my husband just recently and it's still a nice song. I listened to it a lot on youtube when I was like 11.,extremely,NA,a lot,NA,NA,NA
21,1,2010_3,cover,NA,n/a,NA,NA,NA,NA,NA,I never heard this cover but I know the regular one very well! I associate it with when I was like 11-13,somewhat,NA,somewhat,NA,NA,NA
21,1,2011_1,orig,NA,13-Dec,NA,NA,NA,NA,NA,This came out when I was in middle school and I loved it! I still like it a lot! I would watch it on YouTube and when I heard it on the radio I probably listened as well.,extremely,NA,a lot,NA,NA,NA
21,1,2011_2,cover,NA,n/a,NA,NA,NA,NA,NA,This original song came out when I was pretty young and I wasn't too much of a fan. I saw it on youtube I think two times in total.,a little,NA,not at all,NA,NA,NA
21,1,2011_3,orig,NA,12-Nov,NA,NA,NA,NA,NA,"I liked this song a lot when it came out, I was 5th or 6th grade. I heard on the radio and youtube.",very,NA,somewhat,NA,NA,NA
21,1,2011_4,orig,NA,23-Nov,NA,NA,NA,NA,NA,This song was all over the radio when I was young and I watched the music video on youtube all the time. My husband and I have listened to it a few times recently as well.,very,NA,somewhat,NA,NA,NA
