internal_id,song_id,age_at_event_orig,age_at_event_cover,association_orig,association_cover,control_orig,control_cover,NaM_orig,NaM_cover,memory_orig,memory_cover,description_orig,description_cover,emot_content_orig,emot_content_cover,emot_intensity_orig,emot_intensity_cover,energetic_orig,energetic_cover,experience_orig,experience_cover,familiarity_orig,familiarity_cover,important_orig,important_cover,preference_orig,preference_cover,social_orig,social_cover,unique_orig,unique_cover,vivid_orig,vivid_cover
13,2010_1,NA,8,10-Aug,8-Jul,NA,completely spontaneous,0,mem,FALSE,TRUE,NA,I watched this music video repeatedly one day as a kid. I fell in love with Kesha.,NA,somewhat positive,NA,somewhat,NA,somewhat,I listened to this song all the time on YouTube.,I listened to Kesha a lot and it was on the radio when I was in elementary.,very,very,NA,a little,a little,a little,NA,not at all,NA,a little,NA,somewhat
13,2010_2,NA,23,N/A,This song is associated with now. I'm 23.,NA,somewhat spontaneous,0,mem,FALSE,TRUE,NA,This song is on my break up playlist. I cried to it last night. I'm breaking up with my partner of 3.5 years.,NA,very negative,NA,extremely,NA,a little,Radio during middle school and early high school?,It's on my break up playlist and I listened to it last night. Was also on the radio in middle school.,somewhat,extremely,NA,very,somewhat,a lot,NA,not at all,NA,very,NA,very
13,2010_3,12,NA,11-Aug,11-Aug,somewhat deliberate,NA,mem,0,TRUE,FALSE,"I sang this with my sister, we took turns exchanging lines.",NA,somewhat positive,NA,a little,NA,very,NA,It was on the radio a lot.,"Love this song for awhile, used to play it on YouTube when reading. Also heard it on the radio.",very,extremely,somewhat,NA,a lot,love it!,somewhat,NA,somewhat,NA,somewhat,NA
13,2011_1,12,NA,14-Nov,14-17,completely spontaneous,NA,mem,0,TRUE,FALSE,"My cousin, who passed away a few years ago, loaned me this CD a long time ago. I remember I listened to it on the way home from her house.",NA,very positive,NA,very,NA,not at all,NA,Listened to it on the radio and CD.,"Played on the radio a lot, it was on of the songs on my phone for gym class in 10th grade.",very,somewhat,somewhat,NA,somewhat,somewhat,a little,NA,somewhat,NA,very,NA
13,2011_2,13,13,13-Oct,14-Nov,completely spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,This was the song that was played during my 9th grade homecoming dance.,It was one of the songs they played at 9th grade Homecoming.,very positive,somewhat positive,very,a little,very,very,It was on the radio a lot and I believe I had it on my iPod.,It was on the radio and my friend had it as her ringtone.,somewhat,a little,not at all,a little,not at all,not at all,extremely,extremely,very,extremely,very,somewhat
13,2011_3,11,NA,12-Nov,15-Dec,completely spontaneous,NA,mem,0,TRUE,FALSE,This was playing at the fourth of July party during fireworks when my mom accidentally burned me with her cigarette.,NA,very negative,NA,somewhat,NA,very,NA,"Radio, my mom liked P!nk a lot so we listened to the CD a lot too when I was in elementary.",It played on the radio a lot. Unsure of time period.,very,somewhat,a little,NA,a little,not at all,very,NA,very,NA,extremely,NA
13,2011_4,14,NA,13-15,14-ish,somewhat spontaneous,NA,mem,0,TRUE,FALSE,I made a Vine edit to this song once of the cast of The One Hundred (zero key is broken,NA,somewhat positive,NA,a little,NA,not at all,NA,I heard it on the radio a lot and used to hear it on vine a ton.,This song was used a lot in Vine edits when I was maybe 14.,somewhat,a little,somewhat,NA,not at all,not at all,not at all,NA,somewhat,NA,somewhat,NA
13,2012_1,11,10,13-Nov,22-Oct,somewhat spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,Watching the music video for the first time and being confused.,"I remember watching the music video on repeat one night in my grandparent's ""comptuer room"" because I liked the music video.",somewhat positive,neutral,a little,not at all,not at all,not at all,Radio and watched the music video a few times.,It comes on the radio still quite frequently but it came on a lot during early middle school.,very,very,not at all,not at all,somewhat,a little,not at all,not at all,not at all,somewhat,somewhat,a little
13,2012_2,13,14,14-Nov,13-15,completely spontaneous,completely spontaneous,mem,mem,TRUE,TRUE,I have a video of my little cousin singing this song VERY loudly in the back of my great grandma's car.,I took a recording of my little cousin singing this in the car on the way to church one morning.,very positive,somewhat positive,somewhat,a little,very,very,My little cousin's favorite song for the longest time when she was very young.,Little cousin's FAVORITE song for awhile. Heard it on the radio a lot.,very,very,somewhat,a little,a little,not at all,somewhat,somewhat,extremely,somewhat,extremely,very
13,2012_3,12,7,14-Oct,9-Jul,completely spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,I got a memory of my mom singing me this song because I hated it. She sang it obnoxiously on the way home from school one day in middle school.,Came on the radio as my mom was driving me to my baby sitters house at 4AM. It was raining and I was focusing on the music because I got nervous in the car.,very positive,somewhat positive,somewhat,a little,very,not at all,My mom really loved this song when I was on middle school and it was on the radio frequently during that time period. I still hear it from time to time.,I heard it on the radio a lot as a kid in elementary. I like the song now but I hated it back then.,very,very,somewhat,somewhat,a lot,a lot,a little,not at all,somewhat,somewhat,very,somewhat
13,2012_4,11,11,11-Sep,11,completely spontaneous,completely spontaneous,mem,mem,TRUE,TRUE,Embarrassing memory. I used to write One Direction fan fiction with a friend and  we incorporated this song into it... I think it's still on Wattpad. Yikes.,I used to write fanfiction with a friend and we wrote this song into our story about One Direction.,somewhat positive,somewhat positive,very,a little,a little,not at all,"Radio, listened to it on my own for awhile. I liked Maroon 5 for a bit.",It was on the radio a lot during late elementary/early middle school.,somewhat,somewhat,somewhat,somewhat,a little,not at all,a little,a little,extremely,very,extremely,somewhat
13,2012_5,NA,NA,Not really.,17-20,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,I've listened to it but don't remember anything about it.,My ex partner really liked Ellie Goulding and would blast this song whenever it came on the radio.,somewhat,somewhat,NA,NA,a little,not at all,NA,NA,NA,NA,NA,NA
13,2013_1,12,12,13-Dec,13-Nov,completely spontaneous,somewhat spontaneous,mem,mem,TRUE,TRUE,My friend and I listened to this song so we could write a parody of it about food.,I remember listening to the song with a friend so we could make a parody of it about food...,very positive,very positive,somewhat,very,very,somewhat,It played CONSTANTLY for like two years during middle school.,"I know the artist and I like him, the song was very popular on the radio when I was a kid.",very,very,very,somewhat,a lot,a lot,somewhat,somewhat,extremely,very,very,very
13,2013_2,15,14,14-17,N/A,somewhat deliberate,somewhat deliberate,mem,mem,TRUE,TRUE,Debating with my sister about the actual meaning of this song.,I listened to this with my sister and we debated what the message of the song was.,somewhat positive,neutral,a little,not at all,a little,not at all,It was on the radio a lot. My mom really liked singing along to it because it was so upbeat.,I heard it on the radio a lot.,somewhat,somewhat,not at all,a little,a little,not at all,a little,a little,somewhat,a little,somewhat,not at all
13,2013_3,NA,NA,16,N/A,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,This song played on the radio a lot during high school,I liked Imagine Dragons so I listened to it quite a bit. This was my faovirte son by them for awhile. Also on the radio.,very,very,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
13,2013_5,NA,NA,14-Dec,14-Dec,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,It was on the radio a lot and I believe it was also in my iPod.,Radio and maybe with friends in the car.,somewhat,somewhat,NA,NA,not at all,a little,NA,NA,NA,NA,NA,NA
13,2013_6,9,11,11-Aug,12-Oct,somewhat spontaneous,completely spontaneous,mem,mem,TRUE,TRUE,My sister played this for me saying she was going to play this song at her wedding one day. She never did.,My sister told me she wanted to play this at her wedding when we were young. She never did.,somewhat positive,somewhat positive,a little,a little,not at all,a little,"My sister wanted to play it at her wedding so she played it often, it was her favorite song. Heard it on the radio. My mom also loved it.",This was my sister's favorite song when we were young and visiting our grandparents.,very,very,not at all,not at all,somewhat,a little,a little,a little,somewhat,somewhat,a little,somewhat
13,2014_1,10,8,12-Aug,11-Aug,completely spontaneous,somewhat spontaneous,mem,mem,TRUE,TRUE,This song was playing during the intro to a school awards ceremony.,Played in the school auditorium prior to an award ceremony.,neutral,neutral,a little,not at all,very,very,"I heard it on the radio a lot, it was one of the school's ""safe songs"" so it was played in gym class a lot too in middle school.",Heard it on the radio a lot. Don't listen to the artist but I know the song.,very,very,a little,not at all,a little,a little,extremely,extremely,extremely,a little,somewhat,somewhat
13,2014_2,14,NA,14,12,somewhat deliberate,NA,mem,0,TRUE,FALSE,I made a Vine edit of this song.,NA,neutral,NA,not at all,NA,not at all,NA,I was in middle school and it was a popular vine edit song.,I didn't like Katy Perry so I skipped it whenever I could. Radio.,a little,somewhat,not at all,NA,not at all,not at all,not at all,NA,a little,NA,somewhat,NA
13,2014_3,20,NA,20-23,14-19,completely spontaneous,NA,mem,0,TRUE,FALSE,"My ex sang this to me obnoxiously one day, really emphasizing how much he loved me. He loved Sam Smith.",NA,very positive,NA,extremely,NA,very,NA,My ex's favorite artist was Sam Smith when I met him back in 2019.,It was on the radio a lot for a long time. My mom liked it.,extremely,very,very,NA,a lot,somewhat,a little,NA,very,NA,extremely,NA
13,2014_4,16,NA,15-17,15-Nov,somewhat spontaneous,NA,mem,0,TRUE,FALSE,I went to a Charli XCX concert with my mom and this played. Her boob popped out.,NA,somewhat positive,NA,a little,NA,extremely,NA,Played on the radio all the time in high school,Heard it on the radio a lot and I liked it for awhile.,very,somewhat,a little,NA,not at all,somewhat,extremely,NA,extremely,NA,a little,NA
13,2014_5,NA,NA,?,unsure,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,It came on the radio a lot around the time I was in middle school,unsure,a little,a little,NA,NA,not at all,a little,NA,NA,NA,NA,NA,NA
13,2015_1,18,16,17-20,16-18,somewhat spontaneous,somewhat spontaneous,mem,mem,TRUE,TRUE,It played on some award show while I was visiting my grandma in Florida.,I was in Florida with my grandma when Bruno Mars preformed Uptown Funk at some awards show.,neutral,somewhat positive,not at all,a little,not at all,a little,It played on the radio a lot for about a year in 2017,I listened to it on the radio.,a little,very,not at all,not at all,a little,somewhat,a little,not at all,a little,a little,a little,very
13,2015_2,NA,NA,16-18,17-19,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,I liked Ed Sheeran and listened to him a lot in college.,I liked Ed Sheeran a lot and listened to the CD on my way to/from work and college.,very,somewhat,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
13,2015_3,11,13,11-current,15-Dec,completely spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,This song came on the radio right after my grandma died. I remember crying.,I vaguely remember crying to this song on the way home after my dad's funeral.,very negative,somewhat negative,very,very,not at all,not at all,"Radio, friend groups, movies.",It was on the radio and my mom would sing it.,extremely,extremely,very,extremely,a lot,a lot,not at all,not at all,very,extremely,extremely,a little
13,2015_4,NA,NA,N/A,18-22,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,N/A,This song came on the radio a lot a few years ago when I was driving to/from work and when I'd hang out with my friends.,not at all,very,NA,NA,not at all,a lot,NA,NA,NA,NA,NA,NA
13,2015_5,NA,NA,middle school 10-12,N/A,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,heard it on the radio in middle school.,Must have been radio. I know I've heard it but I barely remember it.,somewhat,a little,NA,NA,not at all,a little,NA,NA,NA,NA,NA,NA
13,2016_1,17,NA,17-19,17-20,somewhat spontaneous,NA,mem,0,TRUE,FALSE,Listening to this one with my sister and then showing her the Fuck Yourself remix.,NA,neutral,NA,not at all,NA,not at all,NA,It was on the radio a lot around the time I graduated.,It played on the radio a lot. I remember hearing it on the bus all the time during late high school.,very,very,not at all,NA,somewhat,love it!,a little,NA,a little,NA,a little,NA
13,2016_2,23,NA,18-23,18,somewhat deliberate,NA,mem,0,TRUE,FALSE,I'm going through a break up with my partner and this is on my break up playlist. This song got me out of my funk a little last night.,NA,very negative,NA,very,NA,a little,NA,It's on my Spotify break up playlist now but it was on the radio a lot when it came out. I was maybe graduating high school.,Radio.,very,somewhat,very,NA,a lot,a little,not at all,NA,somewhat,NA,somewhat,NA
13,2016_3,NA,NA,16,unsure,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,I heard it on the radio.,radio maybe?,a little,somewhat,NA,NA,not at all,a little,NA,NA,NA,NA,NA,NA
13,2016_4,NA,NA,unknown,It was on the radio for awhile and I know it made its rounds on TikTok.,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,unknown,N/A,a little,a little,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
13,2016_5,18,19,15-23,16-19,completely spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,I went to a 21 Pilots concert with my ex girlfriend and this was played there.,I went to a 21 Pilots concert with one of my ex's.,very positive,very positive,somewhat,a little,extremely,extremely,I still listen to this song regularly but I first heard it on the radio. I used to love 21 Pilots and they still come up in my playlist.,"I listened to this in concert, on the radio for a long time, and had this on my playlist because I liked 21 Pilots.",extremely,extremely,very,very,love it!,love it!,extremely,extremely,extremely,extremely,extremely,a little
13,2017_1,NA,NA,17-19,16-18,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,It was on the radio a lot and I liked Ed Sheeran so I listened to it often when it came up on my playlist.,On the radio a lot in late high school/early college.,very,very,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
13,2017_2,23,19,16-23,19-21,somewhat deliberate,completely spontaneous,mem,mem,TRUE,TRUE,"I have this friend named Alexa so I made a joke ""Alexa, play Despacito"" and she said ""Now playing: Despacito on Spotify"" and sent me a link to it.","There was a meme going around about ""Alexa, play Despacito"" and I asked my friend Alexa to play it and she sent me the link.",somewhat positive,very positive,not at all,very,not at all,somewhat,"I heard it on the radio a lot and a meme went around about ""Alexa play Despacito"" under sad things caused by OPs own actions.","I heard it on the radio a lot, there were memes about it floating around about three years ago.",very,very,a little,somewhat,a lot,a lot,somewhat,somewhat,very,very,a little,very
13,2017_3,NA,NA,15,17-19,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,I heard it a lot on the radio in the mornings on my way to school.,It was on the radio a lot,very,very,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
13,2017_4,18,23,17-19,17-23,somewhat spontaneous,somewhat deliberate,mem,mem,TRUE,TRUE,My friend's boyfriend danced to this song very awkwardly after smoking together.,My friends played it just the other day when I was visiting them. They were listening to music and they were discussing if Kendrick Lamar was attractive or not.,somewhat positive,neutral,somewhat,not at all,very,not at all,My friends played this song a lot in the smoke circle back after I was done with high school and in early college.,Friends played it in the smoke circle almost every time and now they listen to it when it comes on their playlist.,very,very,somewhat,not at all,a lot,somewhat,somewhat,somewhat,very,a little,somewhat,very
13,2017_5,NA,NA,N/A,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Radio only.,n/a,somewhat,not at all,NA,NA,a little,not at all,NA,NA,NA,NA,NA,NA
13,2018_1,NA,19,17-19,19,NA,somewhat deliberate,0,mem,FALSE,TRUE,NA,Same night as the twerking smoke circle event. Came on shortly after that and the guys went out to have a cigarette while we laughed.,NA,somewhat positive,NA,a little,NA,somewhat,This song was played in the smoke circle a lot.,Played on the radio when I was a teen and my friends listened to it.,very,a little,NA,a little,a lot,a little,NA,somewhat,NA,somewhat,NA,a little
13,2018_2,NA,NA,17-19,16-19,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Radio, I liked Ed Sheeran a lot and had his CD.",I liked this song a lot because I liked Ed Sheeran.,extremely,somewhat,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
13,2018_3,NA,NA,19-23,N/A,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,This song is on my break up playlist. It played on the radio a lot when it came out.,I think it was on the radio.. I don't really remember it,very,a little,NA,NA,love it!,a little,NA,NA,NA,NA,NA,NA
13,2018_4,NA,NA,I listened to this song a lot when I was riding around with my ex.,N/A,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2020-2022,Radio and I think TikTok,very,a little,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
13,2018_5,NA,19,18-20,19-23,NA,somewhat spontaneous,0,mem,FALSE,TRUE,NA,"My friends and I played this a lot in the smoke circle but specifically, I remember we were having a good time and I was actually relaxed. It had been a good day and my friend's boyfriend began shaking his butt to it. (The actual Post Malone version",NA,neutral,NA,a little,NA,somewhat,I still love Post Malone and listen to it from time to time but it was a smoke circle song.,I still listen to it all the time whenever I listen to Post Malone but it was on the radio a lot and my friends played it in the smoke circle.,very,very,NA,somewhat,a lot,a lot,NA,very,NA,a little,NA,a little
13,2019_1,21,NA,20-22,21,completely spontaneous,NA,mem,0,TRUE,FALSE,My ex did a little dance to this song because it was his favorite.,NA,very positive,NA,very,NA,very,NA,This was my ex's favorite song for a long time. He loved it. This was right before Nas came out as gay so maybe two years ago.,"Boyfriends favorite song, he played it on repeat for weeks.",very,extremely,very,NA,somewhat,a little,a little,NA,very,NA,very,NA
13,2019_2,21,20,21,18-21,completely spontaneous,completely spontaneous,mem,mem,TRUE,TRUE,"We were watching the first movie in our new apartment, snuggled on the couch. Spiderman: Into the Spiderverse and my partner and I sang this song together.",I smiled thinking about this but my ex and I watched Spiderman: Into the Spiderverse one of our first nights in our new apartment.,very positive,very positive,somewhat,extremely,very,not at all,"I liked the song, it was my favorite Post Malone song for a little while. I listened to it on Spotify and the radio pretty often.",It was on the radio a lot and my ex loved it after we listened to it together. We had it on our Spotify playlist in 2020 while I was pregnant.,extremely,extremely,extremely,extremely,love it!,love it!,very,a little,very,extremely,extremely,extremely
13,2019_3,21,NA,21,19-23,completely spontaneous,NA,mem,0,TRUE,FALSE,I was listening to Halsey's new album when I was going through a breakup with my current bf. We had a rough patch and I screamed along to this song on the way home.,NA,very negative,NA,very,NA,very,NA,I still listen to Halsey constantly but this song was on the radio a lot when I was pregnant with my now 2 year old.,I love Halsey so I still listen to this song all the time.,extremely,extremely,somewhat,NA,love it!,love it!,not at all,NA,somewhat,NA,extremely,NA
13,2019_4,NA,NA,19-22,19,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,It was on TikTok a lot when it first came out.,Best friend loved Billie Eilish for a little while. Heard it on the radio. Used to listen to her sometimes. Still making rounds on TikTok.,very,very,NA,NA,somewhat,a lot,NA,NA,NA,NA,NA,NA
14,2008_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it once on spotify in 2021,i heard it on the radio once or twice while driving,a little,a little,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2008_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2009_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it once on tv,never heard it,a little,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2009_3,26,NA,n/a,n/a,somewhat spontaneous,NA,mem,0,TRUE,FALSE,"it was during a party thrown by a friend that he invited me to, he had setup a dance floor in his backyard and this was blaring on the outside speakers.",NA,neutral,NA,not at all,NA,very,NA,i heard it once at a party then a few times on spotify and youtube,never heard it,somewhat,not at all,a little,NA,somewhat,not at all,very,NA,somewhat,NA,somewhat,NA
14,2010_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it a few times on spotify when the artist was really popular,i heard it one youtube a few times,somewhat,somewhat,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2010_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2010_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it.,i heard it on spotify a few times last year,not at all,a little,NA,NA,a little,somewhat,NA,NA,NA,NA,NA,NA
14,2011_1,25,NA,25,n/a,completely spontaneous,NA,mem,0,TRUE,FALSE,I was doing course work to get my certification for my job and i would listen to this song on repeat often.,NA,somewhat positive,NA,not at all,NA,not at all,NA,i don't remember the artist but i used to listen to this song on repeat when i was studying for my certification,i heard it a few times on youtube over the years,very,somewhat,not at all,NA,somewhat,a little,not at all,NA,a little,NA,a little,NA
14,2011_2,28,27,n/a,n/a,completely spontaneous,somewhat spontaneous,mem,mem,TRUE,TRUE,"it was during a party that some of my coworkers threw, i believe it was new years and i was basically hanging out at their house having a good time",i was at a house party in 2021 with some friends hanging out and i remember this song was playing,somewhat positive,somewhat positive,not at all,not at all,somewhat,somewhat,i heard it first at a house party and then a few times on spotify over a couple of months in 2021,i heard once or twice on the radio and one time at a house party,a little,somewhat,not at all,somewhat,somewhat,somewhat,very,very,a little,somewhat,very,somewhat
14,2011_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i listen to this off and on using spotify usually when i'm doing work or something,i heard while watching a movie once,somewhat,a little,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
14,2011_4,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2012_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it a few times on my car radio,i recognize the song but can't really place where i heard it,somewhat,somewhat,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2012_2,25,NA,n/a,25-27,somewhat spontaneous,NA,mem,0,TRUE,FALSE,i was at home surfing youtube when a video with this song popped up on my feed,NA,neutral,NA,not at all,NA,not at all,NA,i heard it on youtube a few times,"i heard it on spotify once and played it for several days in a row, i don't remember the exact year but i think it was 2019",a little,somewhat,not at all,NA,somewhat,somewhat,not at all,NA,a little,NA,somewhat,NA
14,2012_3,15,NA,"high school, 15-16",n/a,somewhat spontaneous,NA,mem,0,TRUE,FALSE,"i think it was during a dance back when i was a teen, probably in middle or high school,",NA,neutral,NA,not at all,NA,somewhat,NA,heard it once during a school dance if i remember correctly,never heard it,a little,not at all,very,NA,somewhat,a little,very,NA,somewhat,NA,somewhat,NA
14,2012_4,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it once on spotify,"i believe i heard it once on the radio or spotify, i'm not sure which though",a little,a little,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2012_5,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it once on youtube,i heard the song once or twice on the radio while driving,a little,somewhat,NA,NA,a little,somewhat,NA,NA,NA,NA,NA,NA
14,2013_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,somewhat,not at all,NA,NA,NA,NA,NA,NA
14,2013_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2013_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i recognize the artist and i first heard the song on youtube after hearing about the artist from that one transformers movie but i don't remember which one,i saw it one youtube after i learned about the artist from that one transformers movie,somewhat,very,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2013_5,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
14,2013_6,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it.,not at all,not at all,NA,NA,not at all,not at all,NA,NA,NA,NA,NA,NA
14,2014_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i listened to it a few times on the radio while commuting,never heard it,somewhat,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2014_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it once on spotify,never heard it,a little,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2014_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i think i heard it once on the radio once while driving but i'm not sure,never heard it,a little,not at all,NA,NA,somewhat,a little,NA,NA,NA,NA,NA,NA
14,2014_4,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,not at all,not at all,NA,NA,NA,NA,NA,NA
14,2014_5,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,heard it on spotify once i beleive,never heard it,a little,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2015_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2015_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it.,not at all,not at all,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2015_3,26,NA,26,n/a,somewhat spontaneous,NA,mem,0,TRUE,FALSE,Private,NA,neutral,NA,not at all,NA,not at all,NA,heard it on the radio a few times while driving,i heard it a few times on the radio and tv,not at all,somewhat,somewhat,NA,a little,somewhat,not at all,NA,very,NA,very,NA
14,2015_4,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never hear it.,not at all,not at all,NA,NA,somewhat,not at all,NA,NA,NA,NA,NA,NA
14,2015_5,NA,NA,i don't really associate it with any particular time frame,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,i heard it a few times on spotify,i heard it once or twice on the radio,a little,a little,NA,NA,somewhat,somewhat,NA,NA,NA,NA,NA,NA
14,2016_1,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2016_2,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never hear dit,never heard it,not at all,not at all,NA,NA,a little,a little,NA,NA,NA,NA,NA,NA
14,2016_3,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,a little,somewhat,NA,NA,NA,NA,NA,NA
14,2016_4,NA,NA,n/a,n/a,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,never heard it,never heard it,not at all,not at all,NA,NA,somewhat,not at all,NA,NA,NA,NA,NA,NA
