Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked,internal_id
1,block_1,6,post survey,1,1,1,7,Mainly exercising. But sometimes when cooking or doing household chores.,34,NA,NA,1,1,1,1,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Video game OST's, Rock, Movie OST's",NA,1,1,NA,"My listening habits have stayed largely the same over time. I think I find myself listening more to video game and movie soundtracks, than more traditional genres lately. I don't find most new music to be very good these days.","I'm not listening to much of anything modern, besides the band Ghost. Outside of Ghost and video game and movie OST's, I almost exclusively listen to older music.",2,NA,1,60-90,2,"I've never learned to read music, or got any lessons, but I got a keyboard at around 13 years old and learned to play a few songs. Some I was able to play by ear and others I would watch Youtube tutorials and just memorize the keys that were played. So I first got the keyboard at 13 and used it off and on up until I was 25. I haven't played since then.",1,6,NA,1,NA,Youtube,2,NA,,1,2,3,1,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:14:12Z,598238,group_1,684904,session_1,1,2023-02-08T22:29:37Z,NA,NA,NA,not measured,NA,TRUE,53
1,block_1,6,post survey,1,1,1,4,"Playing games, talking with a friend, exercising.",19,NA,NA,1,1,1,1,2,1,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,"Hip hop, pop, dance.",NA,3,3,NA,"I used to listen country for a bit when I barely started listening to music, now I changed to hip hop.",NA,5,NA,4,4hrs or more,2,"I used to be in band playing the flute when I was 13 but quit afterwards, so I guess I got 1 year of musical performance.",1,3,NA,1,NA,"Spotify, youtube.",5,NA,,1,3,3,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-08T23:51:37Z,598240,group_1,684906,session_1,1,2023-02-08T22:32:22Z,NA,NA,NA,not measured,NA,TRUE,17
1,block_1,6,post survey,1,1,1,7,"Working out, working, commuting, cleaning house, walking my dog are the most frequent.",34,NA,NA,3,3,1,1,2,1,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,"R&B, hip hop, and rap",NA,1,3,NA,"I'll tend to listen to songs from my mid 20's or earlier, or songs that follow similar melodies.  Most new hip hop I can't take.  I probably listen to more R&B and semi-EDM and 70s/80s funk-pop then I used to.",Nothing is uncaptured.,5,NA,3,60-90,1,"Not a musician, but I'm trying to learn piano",1,5,NA,1,NA,"Mostly spotify, but occasionally radio and youtube.",3,NA,,5,4,2,2,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:18:31Z,598243,group_1,684909,session_1,1,2023-02-08T22:34:33Z,NA,NA,NA,not measured,NA,TRUE,31
1,block_1,6,post survey,1,1,1,3,"driving, errand running, doing work at my desk",31,NA,NA,2,2,1,1,2,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,"indie, folk, rock",NA,4,2,NA,"Yes! i used to be a lot more involved in music, discovering new artists, etc. i just don't have the time for it anymore.",NA,2,NA,2,30-60,2,"I haven't played an instrument for years and years. I took one year of trumpet in 4th grade, 1-2 years of piano in like 5th-6th grade, then a little more piano in like 10th grade.  Only did a couple performances. 4th grade band did some, and then I did like a recital for a home school group once.",1,3,NA,1,NA,"Spotify or radio. (I don't listen to music every day so that number above might be inaccurate. I just selected 30-60 minutes because when I *do* listen to music, that's prob how long it is.",3,NA,,3,2,4,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:11:28Z,598244,group_1,684910,session_1,1,2023-02-08T22:34:53Z,NA,NA,NA,not measured,NA,TRUE,75
1,block_1,6,post survey,1,1,4,6,"I like to hang out with friends while listening, play games and have it on in the background, or sometimes even do some of my work with music in if I can.",25,NA,NA,1,1,1,3,3,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,"Pop, Acapella, Classical",NA,1,1,NA,"I listen to much more pop now, especially foreign pop artists like Yaosobi. Most of the music I listen to is really Japanese or Korean these days.","I listen to a lot of Japanese music - Anime openings, Japanese pop. I also listen to a lot of Kpop.",2,NA,1,2hrs,1,From 6-14 I played piano and took private lessons. From 11-18 I played violin in my school's Orchestra/Symphony Orchestra and took private lessons.,1,6,NA,1,NA,"Youtube Music, Youtube, Alexa plays it through Amazon Music I believe",5,NA,,1,2,1,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:03:01Z,598250,group_1,684916,session_1,1,2023-02-08T22:37:37Z,NA,NA,NA,not measured,NA,TRUE,2
1,block_1,6,post survey,1,1,2,4,"I love listening to music while cleaning or doing chores, driving or in the car, playing certain games when sound isn't vital, reading, taking baths, or really anything that doesn't need concentration or sound.",36,NA,NA,2,2,6,2,2,1,NA,4,3,NA,3,NA,NA,NA,NA,NA,NA,"Pop, Country, Rock",NA,3,3,NA,"In my childhood I preferred Country.  Starting in middle school, I only wanted to listen to rap and r&b.  In HS a friend got me into rock, so I added that.  In college, my music tastes opened up, and I started liking a wide variety of music (including CPop, Kpop, and Jpop).  In my adulthood I will pretty much listen to anything and love a wide variety.  One of my pandora stations is set up for country, pop, rap, and r&b!",I am very open to music and love a wide variety.,4,NA,2,2-3hrs,3,My family all love music and love singing.  We have had a karaoke machine since I was a teen and would use it!  I also would sing at school talent shows each year in middle school and was a part of our high school non-competitive chorus group where we did occasionally give stage performances.  I also was in a few musicals in HS.,3,4,NA,2,NA,Pandora and youtube,4,NA,,4,3,4,2,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:44:35Z,598253,group_1,684919,session_1,1,2023-02-08T22:38:18Z,NA,NA,NA,not measured,NA,TRUE,43
1,block_1,6,post survey,1,1,1,6,I listen to music when I'm driving and when I'm playing video games,28,NA,NA,NA,1,1,2,4,1,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,"Alternative, rock, and classical",NA,4,1,NA,I don't listen to music as much as I used to. I rarely listen to top 40 radio whereas in middle and high school I did.,NA,1,NA,1,15-30,1,I was involved in choir from when I was 13-19.,2,6,NA,1,NA,Primarily Spotify and the radio,3,NA,,1,1,3,1,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-08T23:33:52Z,598255,group_1,684921,session_1,1,2023-02-08T22:40:17Z,NA,NA,NA,not measured,NA,TRUE,71
1,block_1,6,post survey,1,1,1,4,"Driving, surfing the internet, doing chores.",27,NA,NA,2,4,3,1,3,1,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,"Jazz, hip hop, folk",NA,4,4,NA,I now focus much more on listening to albums all the way through.,NA,4,NA,4,30-60,1,Not a musician,1,3,NA,2,NA,"Radio, YouTube, Spotify.",4,NA,,4,4,3,3,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-08T23:45:28Z,598265,group_1,684931,session_1,1,2023-02-08T22:45:17Z,NA,NA,NA,not measured,NA,TRUE,38
1,block_1,6,post survey,1,1,1,4,"driving, exercising",25,NA,NA,1,3,1,1,1,1,NA,5,1,NA,2,NA,NA,NA,NA,NA,NA,"rock, country, rap",NA,1,1,NA,gotten more into country,n/a,4,NA,2,60-90,1,not a musician,1,4,NA,1,NA,spotify and youtube,3,NA,,1,3,6,2,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-08T23:29:07Z,598258,group_1,684924,session_1,1,2023-02-08T22:43:04Z,NA,NA,NA,not measured,NA,TRUE,10
1,block_1,6,post survey,1,1,1,5,I play video games.,24,NA,NA,1,1,1,1,4,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,"Video Game Music , Classical, Rap",NA,2,1,NA,No.,I usually play whatever im in the mood to listen to and explore discographies.,5,NA,1,2-3hrs,1,NA,1,4,NA,1,NA,Spotify,4,NA,,3,5,2,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:57:53Z,598259,group_1,684925,session_1,1,2023-02-08T22:42:55Z,NA,NA,NA,not measured,NA,TRUE,83
1,block_1,6,post survey,1,1,2,5,"Driving, cooking, household chores, exercising",25,NA,NA,1,2,1,2,3,1,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,"Pop, RnB, hip hop",NA,3,3,NA,"I listen to music about as often as I always have, though my taste in music has changed from mostly classic rock and metal when I was younger to mostly pop and RnB now.","If I'm not actively watching something or talking to someone, I usually have music playing.",4,NA,3,2hrs,3,"took piano lessons from age 8-13, took clarinet lessons from age 10-18, self-taught guitarist from age 14-18",3,3,NA,2,NA,"Spotify, YouTube, Radio",5,NA,,5,4,3,1,option_2,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T00:38:18Z,598264,group_1,684930,session_1,1,2023-02-08T22:45:10Z,NA,NA,NA,not measured,NA,TRUE,28
1,block_1,6,post survey,1,1,1,7,"Job, laundry, driving, vacuuming",25,NA,NA,1,4,1,2,2,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,"Jazz, musical theater, punk",NA,2,1,NA,Yes,"I listen to instrumental music while concentrating on other things, or music with lyrics when doing mindless tasks.",2,NA,4,2-3hrs,3,"I was in school orchestra as a clarinet player at age 10, then a flute player from age 10-13.",5,5,NA,1,NA,Spotify and YouTube,3,NA,,3,2,4,1,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-08T23:50:32Z,598267,group_1,684933,session_1,1,2023-02-08T22:45:44Z,NA,NA,NA,not measured,NA,TRUE,77
1,block_1,6,post survey,1,1,5,2,I work and or do other activities like chores,32,NA,NA,6,5,6,4,4,1,NA,5,3,NA,2,NA,NA,NA,NA,NA,NA,"pop,  country and hip hop",NA,4,3,NA,I listen to more pop,NA,5,NA,4,4hrs or more,2,I sing from time to time but just someone who loves to listen to music,4,4,NA,4,NA,I listen through youtube and pandora and or the radio,5,NA,,5,4,2,3,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-08T23:57:34Z,598269,group_1,684935,session_1,1,2023-02-08T22:44:40Z,NA,NA,NA,not measured,NA,TRUE,46
1,block_1,6,post survey,1,1,1,7,"Exercising I always mainly listen to music. When I'm doing chores too. Showering, cleaning the house, doing laundry. Anything where I'm alone, if I'm not into listening to a podcast I'll put som eon.",25,NA,NA,1,4,3,1,2,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,"Alternative, Rock, Indie",NA,4,2,NA,"Yes, when I went to college I listened to lots of different music.","I listen mostly to bands, singer songer writers. Not to o much rap, since I can't play guitar to it! Or learn riffs",2,NA,5,30-60,5,"Self taught guitarist that plays indie, rock, folk, alternative, since i was 16",1,3,NA,1,NA,Spotify usually,3,NA,,3,2,5,2,option_3,NA,NA,NA,5,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86
1,block_1,6,post survey,1,1,1,5,"I use to work construction so we'd blast music all day, id also listen while driving or hanging out",30,NA,NA,6,2,1,1,1,1,NA,6,1,NA,2,NA,NA,NA,NA,NA,NA,"Country,blue grass,hip hop",NA,4,2,NA,"Yes, I use to listen to mostly classic rock",I'm eclectic,5,NA,2,4hrs or more,4,Not a musician,1,4,NA,1,NA,"Radio, pandora, youtube",4,NA,,2,4,6,1,option_0,NA,NA,NA,5,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64
1,block_1,6,post survey,1,1,2,3,I exercise with music and drive while listening to the radio.,39,NA,NA,2,2,1,1,2,1,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,1. Alternative rock 2. Indie  3. Country,NA,4,1,NA,I listen to music online now more with my phone and have it available on the go. When I used to listen to the radio more when I was younger.,There is nothing more to add.,2,NA,2,30-60,3,I took band for a year in middle school at age 13 or so. I tried to teach myself the guitar around age 22 but it did not turn out well.,2,5,NA,1,NA,Radio and YouTube,3,NA,,2,2,4,1,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:03:08Z,598279,group_1,684945,session_1,1,2023-02-08T22:48:13Z,NA,NA,NA,not measured,NA,TRUE,7
1,block_1,6,post survey,1,1,1,5,"Driving, working out, playing video game",31,NA,NA,2,2,1,1,3,1,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,"Rap, Pop, Hip hop",NA,3,2,NA,"I've leaned more into soundtrack and classical music over the past few years, but I still listen to a lot of the same stuff I've listened to since high school.",Consistent for the most part. My genres have not changed much. Many of my favorite songs are from years ago.,4,NA,2,30-60,2,not a musician,2,6,NA,1,NA,"Radio, Spotify, Youtube",4,NA,,3,4,3,1,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-08T23:38:55Z,598281,group_1,684947,session_1,1,2023-02-08T22:49:33Z,NA,NA,NA,not measured,NA,TRUE,23
1,block_1,6,post survey,1,1,1,5,"Cleaning, running, painting, drawing, dancing with my kids",37,NA,NA,1,2,1,4,5,1,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,"Vintage, Classical, and Rock",NA,5,1,NA,I listen to more vintage than I did when I was younger and do not enjoy any of the top 40 songs played presently on the radio,"I love instrumental music, especially while writing and meditating, rock and pop for running, and vintage music for almost everything else.",2,NA,1,4hrs or more,1,Singer in high school,4,6,NA,3,NA,Spotify,4,NA,,1,1,4,2,option_1,NA,NA,NA,5,NA,yes,NA,NA,2023-02-09T00:36:22Z,598283,group_1,684949,session_1,1,2023-02-08T22:50:31Z,NA,NA,NA,not measured,NA,TRUE,67
1,block_1,6,post survey,1,1,2,7,"Driving, homework, excercise, travel, eat.",20,NA,NA,2,2,1,1,1,1,NA,5,5,NA,6,NA,NA,NA,NA,NA,NA,"Tropical House, Rap, Wave",NA,2,1,NA,"My habits change by the month. I often switch between EDM, Country, Rap, and different types of House.","I mainly listen to EDM, Rap, and House.",3,NA,2,2hrs,1,not a musician but I listen to music everyday!,1,3,NA,1,NA,Primarily Spotify and when I am on wifi and on my laptop I will use YouTube.,4,NA,,3,4,2,2,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:16:46Z,598285,group_1,684951,session_1,1,2023-02-08T22:51:56Z,NA,NA,NA,not measured,NA,TRUE,49
1,block_1,6,post survey,1,1,1,5,play games on the computer,33,NA,NA,2,2,1,1,2,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,"classic rock, folk, jazz",NA,3,1,NA,not really,I like to listen to stories and messages in songs,1,NA,2,15-30,2,played saxophone from age 9 through 14,1,6,NA,1,NA,radio and spotify,2,NA,,1,1,5,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:12:50Z,598286,group_1,684952,session_1,1,2023-02-08T22:51:16Z,NA,NA,NA,not measured,NA,TRUE,8
1,block_1,6,post survey,1,1,1,6,"Exercising, driving, walking, chores, hanging out with friends, shopping, when I'm trying to relax, when I make art, when I cook.",28,NA,NA,3,3,1,6,3,1,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,"Hip Hop, Metal, Swing",NA,4,4,NA,"I've always loved music, but I went through a period from about 2018-2020 where I did not really listen to any music. Also in 2014-2016, I lived mainly off-grid so most of my music would be live, and not songs on the radio or in pop culture. Now I am rediscovering my love for all kinds of music.","I have gone through long periods where I did not listen to much music, but right now I am enjoying discovering all types of music.",5,NA,3,2-3hrs,5,Not a musician,2,6,NA,1,NA,Spotify,2,NA,,3,5,4,2,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-08T23:41:27Z,598287,group_1,684953,session_1,1,2023-02-08T22:52:22Z,NA,NA,NA,not measured,NA,TRUE,72
1,block_1,6,post survey,1,1,3,5,"Cleaning and other chores, working driving, hanging with friends, cooking, and relaxing",33,NA,NA,2,2,1,2,2,1,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,"Pop, EDM and alternative/emo",NA,3,3,NA,"I am more open to different genres of music now than I was when I was younger because of stereotypes surrounding music and the type of people who were ""allowed"" to listen to it.",NA,4,NA,3,2-3hrs,3,"Self-taught guitar player age 13-18. School-trained violinist age 8-18, singer age 10-present, but not a professional musician",4,4,NA,1,NA,Apple Music,4,NA,,3,4,4,1,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:50:02Z,598288,group_1,684954,session_1,1,2023-02-08T22:51:44Z,NA,NA,NA,not measured,NA,TRUE,65
1,block_1,6,post survey,1,1,1,5,"Exercising, reading, doing house chores or whatever",30,NA,NA,6,1,6,6,2,1,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,Pop Hip hop R&b,NA,6,6,NA,I listen less pop then before,NA,5,NA,1,2-3hrs,1,Not a musician,6,4,NA,1,NA,Spotify,5,NA,,5,5,3,3,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T00:16:16Z,598289,group_1,684955,session_1,1,2023-02-08T23:00:35Z,NA,NA,NA,not measured,NA,TRUE,19
1,block_1,6,post survey,1,1,1,7,Working out and cleaning home,35,NA,NA,2,1,1,4,2,1,NA,4,5,NA,4,NA,NA,NA,NA,NA,NA,"Indie, Pop, EDM",NA,6,4,NA,Not by much except I add some new music and listen to it the most.,Usually listen to music during my morning routine and during my workouts.,2,NA,1,30-60,2,not a musician,1,4,NA,1,NA,"Youtube, Spotify",4,NA,,2,3,2,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T01:24:58Z,598293,group_1,684959,session_1,1,2023-02-08T22:53:20Z,NA,NA,NA,not measured,NA,TRUE,52
1,block_1,6,post survey,1,1,2,7,Homework and washing dishes or doing laundry,22,NA,NA,1,2,1,3,2,1,NA,3,3,NA,2,NA,NA,NA,NA,NA,NA,"Pop. Kpop, R&B",NA,2,2,NA,No,NA,5,NA,1,60-90,2,chorus from 12-18,4,4,NA,1,NA,Spotify,5,NA,,5,4,3,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:05:46Z,598294,group_1,684960,session_1,1,2023-02-08T22:53:12Z,NA,NA,NA,not measured,NA,TRUE,51
1,block_1,6,post survey,1,1,1,7,I'll play video games while listening to music.,22,NA,NA,1,1,6,1,2,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,"Pop punk, rock, emo",NA,3,2,NA,A lot more rock and pop punk has taken over the pop I used to listen to more when I was younger.,I listen to a lot of pop punk or rock covers of pop songs.,2,NA,2,60-90,3,I have played drums on rock band from 7-10 and again from 16-22,3,6,NA,1,NA,YouTube,5,NA,,2,1,4,2,option_2,NA,NA,NA,6,NA,yes,NA,NA,2023-02-09T00:29:22Z,598297,group_1,684963,session_1,1,2023-02-08T22:54:02Z,NA,NA,NA,not measured,NA,TRUE,48
1,block_1,6,post survey,1,1,1,6,"Working out, working, video games, driving, chores around house, walking dog",37,NA,NA,1,2,1,1,1,1,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,"Rock, Hip Hop, Pop",NA,2,3,NA,I think my interest in rap music as a whole has shifted and I have more select tastes.,I like a good mix of music that isn't country or opera. Anything with a good beat and chorus is going to interest me.,4,NA,2,30-60,3,Trumpet in school band from age 12-14,1,4,NA,1,NA,"Spotify, radio",4,NA,,4,4,5,2,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:55:26Z,598300,group_1,684966,session_1,1,2023-02-08T22:55:07Z,NA,NA,NA,not measured,NA,TRUE,27
1,block_1,6,post survey,1,1,1,7,anything that doesn't require talking. The point of the music is to space out and enjoy it while you're doing whatever,24,NA,NA,1,4,6,6,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Alt rock, blues rock, psychedelic anything",NA,3,3,NA,"not really,",I feel like I'm really picky when it comes to music. I will go on youtube and just listen to random songs for 2-3 hours sometimes and ADD NOTHING to my playlist. Sometimes you win but mostly you lose.,3,NA,2,60-90,1,i played keyboard occasionaly,1,5,NA,1,NA,youtube,1,NA,,1,4,4,1,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-08T23:50:34Z,598302,group_1,684968,session_1,1,2023-02-08T23:00:43Z,NA,NA,NA,not measured,NA,TRUE,88
1,block_1,6,post survey,1,1,3,4,"Driving, exercising, doing chores, running errands, talking with friends, playing video games, drawing.",33,NA,NA,2,2,2,2,3,1,NA,1,2,NA,4,NA,NA,NA,NA,NA,NA,"Rock, pop, EDM",NA,3,2,NA,I started liking EDM more.,Nothing else really.,3,NA,2,30-60,3,Not a musician.,2,4,NA,1,NA,"Youtube, radio.",5,NA,,4,2,5,2,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:09:05Z,598307,group_1,684973,session_1,1,2023-02-08T23:06:42Z,NA,NA,NA,not measured,NA,TRUE,54
1,block_1,6,post survey,1,1,3,5,"Exercise, clean or just think",39,NA,NA,1,3,1,2,1,1,NA,3,3,NA,2,NA,NA,NA,NA,NA,NA,"R&B, Rap, Hip-Hop",NA,3,3,NA,I have grown out of listening to most new music and sticking to the basics,Old music proves to move me more than trendy new music,5,NA,4,60-90,3,Not a musician,1,4,NA,2,NA,Normally Spotify or Apple Music sometimes YouTube as well,3,NA,,5,5,4,3,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:34:58Z,598311,group_1,684977,session_1,1,2023-02-08T23:13:31Z,NA,NA,NA,not measured,NA,TRUE,29
1,block_1,6,post survey,1,1,2,5,"driving, cleaning",36,NA,NA,2,1,1,1,1,1,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,"pop, EDM, country",NA,2,2,NA,no,I always listen to it in the car or if i'm doing a chore,2,NA,1,30-60,1,singer age 12-17,2,5,NA,1,NA,radio,3,NA,,2,1,2,2,option_1,NA,NA,NA,2,NA,yes,NA,NA,2023-02-08T23:59:10Z,598321,group_1,684987,session_1,1,2023-02-08T23:19:34Z,NA,NA,NA,not measured,NA,TRUE,82
1,block_1,6,post survey,1,1,1,5,I usually only listen to music in social settings or if i'm in the car,34,NA,NA,3,4,6,1,4,1,NA,4,3,NA,3,NA,NA,NA,NA,NA,NA,"Classical, Ambience, Folk",NA,4,3,NA,"Yes. I used to listen to music constantly when I was younger. But as I've gotten into my 30s, I don't listen to music much at all anymore unless it's in s social setting. I'm sure my depression plays into that a lot. I noticed most music seems obnoxious to me now, even stuff I used to love.","I usually listen to music in social settings, which is like once or twice a week when I have people over at my house on the weekends..  If i listen to music during the week, it's more relaxing such as classical, jazz and ambience music on youtube. I mostly listen to ambience music on youtube during the week and on weekends more upbeat or typical stuff such as country, pop, rock, folk, blues, etc.",3,NA,4,15-30,2,n/a,3,4,NA,1,NA,"youtube, spotify, radio",4,NA,,3,3,3,3,option_0,NA,NA,NA,3,NA,yes,NA,NA,2023-02-08T23:20:34Z,598178,group_1,684844,session_1,1,2023-02-08T22:09:06Z,NA,NA,NA,not measured,NA,TRUE,30
1,block_1,6,post survey,1,1,1,6,"Exercising, doing the dishes, hanging out with friends, playing video games, and playing along to the music on an instrument.",31,NA,NA,2,2,4,1,3,1,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,"Vaporwave, EDM trap, crabcore",NA,3,2,NA,"Yes.  I used to listen to new music more often until the past few years.  This is partially because new genres and styles were invented more frequently in the past, especially during the late 2000s and early 2010s.  It's mostly because I spend more time playing music these days.",I spend a lot of time listening to crossover/fusion/hybrid/mashup type music.,4,NA,3,30-60,3,"I started guitar lessons at age 13.  I took a beginner piano course in high school at age 17.  I decided to start pursuing music as a career when I was 27.  I started to learn to play the Launchpad and EWI at age 29.  I started to practice piano more seriously at age 30.  I've only performed for an audience a handful of times, but I usually practice music for at least a half hour each day, in addition to the time I spend downloading plugins and demoing presets.",1,5,NA,1,NA,"Amazon Music, YouTube, Spotify.  Sometimes Radio Garden and other music apps.",4,NA,,2,4,4,2,option_3,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T00:44:26Z,598323,group_1,684989,session_1,1,2023-02-08T23:22:58Z,NA,NA,NA,not measured,NA,TRUE,22
1,block_1,6,post survey,1,1,1,6,anything,26,NA,NA,1,1,1,1,2,1,NA,2,4,NA,3,NA,NA,NA,NA,NA,NA,"Pop (especially hyperpop), dance, hip-hop/rap",NA,2,2,NA,"I got really into pop punk in late middle school and early high school, followed by Kpop in late high school and early college, and then hyperpop about halfway through college.",NA,3,NA,1,30-60,2,took guitar lessons off and on in childhood and have been teaching myself production on and off since around high school age,2,5,NA,1,NA,Spotify,5,NA,,2,3,2,1,option_3,NA,NA,NA,2,NA,yes,NA,NA,2023-02-09T00:19:51Z,598324,group_1,684990,session_1,1,2023-02-08T23:23:57Z,NA,NA,NA,not measured,NA,TRUE,90
1,block_1,6,post survey,1,1,1,4,"exercising, shopping, thinking, and sleeping.",30,NA,NA,2,2,2,1,2,1,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,"Rock, Alternative, EDM",NA,3,3,NA,I listen to slightly more pop/EDM over the just rock/alternative I'd listen to in my youth. I also appreciate a bit of country more.,"I put music on whenever I'd like to do anything where I can turn my head off and think about stuff, although sometimes I do just like to listen to it in the background.",3,NA,1,60-90,2,not a musician,1,3,NA,1,NA,"pandora mostly, sometimes youtube.",3,NA,,2,2,4,1,option_0,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:30:07Z,598327,group_1,684993,session_1,1,2023-02-08T23:25:34Z,NA,NA,NA,not measured,NA,TRUE,66
1,block_1,6,post survey,1,1,1,4,"Workout, shower, write, and just relax",33,NA,NA,1,2,1,2,3,1,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,"pop, rap, edm",NA,2,2,NA,I listen to more genres now.,I just listen to music whenever I feel like it,4,NA,3,4hrs or more,NA,"I used to sing in a choir as a kid, maybe around 8 years old, that is it.",3,5,NA,1,NA,Spotify,4,NA,,4,4,3,2,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T00:13:18Z,598328,group_1,684994,session_1,1,2023-02-08T23:26:26Z,NA,NA,NA,not measured,NA,TRUE,18
1,block_1,6,post survey,1,1,2,6,"I listen to music while working, cleaning, working out, spending time with my husband and cooking. Like, all the time!",23,NA,NA,2,2,2,1,3,1,NA,2,3,NA,3,NA,NA,NA,NA,NA,NA,"I like pop, musical theatre and hip hop",NA,3,3,NA,I think it has roughly stayed the same. I've listened to music on youtube for kind of the majority of my life. I got an ipod when I was 11 or 12 and that also opened the doors for me to explore music more. I really like music with me always.,I listen to music a lot and a wide variety of it.,4,NA,3,60-90,2,not a musician,3,5,NA,2,NA,Youtube,4,NA,,4,4,2,1,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T00:34:02Z,598330,group_1,684996,session_1,1,2023-02-08T23:29:51Z,NA,NA,NA,not measured,NA,TRUE,21
1,block_1,6,post survey,1,1,1,5,"exercising, washing my face, brushing my teeth",23,NA,NA,1,1,1,1,3,1,NA,4,3,NA,2,NA,NA,NA,NA,NA,NA,"Pop, Rap, Country",NA,2,1,NA,I don't listen to music as much anymore because I listen to podcasts more now or just youtube videos,NA,4,NA,1,2-3hrs,4,"I sing all the time ever since I can remember but I've never been trained, I played flute for 1 year when I was 14",1,6,NA,1,NA,"YouTube, Radio",5,NA,,3,4,4,1,option_1,NA,NA,NA,1,NA,yes,NA,NA,2023-02-09T01:08:37Z,598333,group_1,684999,session_1,1,2023-02-08T23:33:58Z,NA,NA,NA,not measured,NA,TRUE,79
