Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,5,main task 2,7,14,NA,NA,NA,NA,34,I associate this song with my 20's mostly.,NA,NA,NA,NA,NA,1,completely deliberate,NA,NA,While me and my husband were cooking breakfast this song came on and we were just acting goofy and having a good time.,NA,very positive,not at all,a little,I mainly hear this song on pandora.  Pandora is awesome.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,not at all,somewhat,NA,NA,somewhat,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,8,18,NA,NA,NA,NA,NA,This song is from my 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I remember listening to this song any way I could. That's why I can't just list one memory.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,9,15,NA,NA,NA,NA,32,I associate this song with my 30's.,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I heard this song during a rough time when I was having trouble moving and thought of my husband.,NA,very positive,extremely,not at all,This song after the first time I heard it on the radio I fell in love and listened to it everywhere.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,not at all,somewhat,NA,NA,extremely,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,10,16,NA,NA,NA,NA,NA,It is not.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've never heard it.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,11,17,NA,NA,NA,NA,NA,I heard this song in my 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've heard it on the radio.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,12,21,NA,NA,NA,NA,32,It is not.,NA,NA,NA,NA,NA,1,completely deliberate,NA,NA,When I left my ex husband he did wish bad things on me it felt like.,NA,somewhat negative,somewhat,not at all,I've heard it on the radio a few times.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,somewhat,extremely,NA,NA,somewhat,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,13,24,NA,NA,NA,NA,NA,It is not.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've heard it a few times on pandora and the radio.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,14,25,NA,NA,NA,NA,NA,Not at all.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't know this song.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,15,19,NA,NA,NA,NA,NA,It is associated with my 30's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have so many memories with this song that I couldn't pick just one.  I listen to this song when I think about it on any app available.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,16,10,NA,NA,NA,NA,NA,I've never heard this song.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've never heard this song.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,17,11,NA,NA,NA,NA,13,I associate this song with my teen years.,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I was a teenager and my friends and I were listening to this song in my room.,NA,very positive,not at all,extremely,I would listen to this song on cd.  It was one of my favorites.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,extremely,a little,NA,NA,a little,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,18,3,NA,NA,NA,NA,NA,I associate this song with my early 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I listened to this mostly on my mp3 player.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,19,2,NA,NA,NA,NA,NA,I was in my early 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I listened to this song mostly on the radio.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,20,22,NA,NA,NA,NA,31,It is from my late 20's.,NA,NA,NA,NA,NA,1,completely deliberate,NA,NA,When I met my husband for the first time in person it was at an airport and I didn't want to let him go.,NA,very positive,extremely,not at all,I listen to this song on every platform imaginable.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,not at all,extremely,NA,NA,extremely,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,21,9,NA,NA,NA,NA,NA,No it is not.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've heard it on the radio.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,22,4,NA,NA,NA,NA,34,I associate this song with my late 20's.,NA,NA,NA,NA,NA,1,completely deliberate,NA,NA,My husband was there when I needed him when I woke from a horrible dream.,NA,very positive,a little,not at all,I heard this song mostly on the radio and pandora.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,not at all,extremely,NA,NA,somewhat,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,23,23,NA,NA,NA,NA,NA,I associate this song with my 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've heard this song on the radio.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,24,12,NA,NA,NA,NA,NA,I heard this song in my 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I've heard this song on all the platforms.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,5,main task 2,25,5,NA,NA,NA,NA,NA,I associate this song with my 20's.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have heard it on the radio a few times.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,6,post survey,1,1,3,4,I will play on my phone.,NA,NA,NA,3,3,1,3,4,1,NA,4,3,NA,4,NA,NA,NA,NA,NA,NA,Country and Pop,NA,2,3,NA,I've actually listened to more over time.,I've developed a deeper love for music.,4,NA,3,2hrs,3,not a musician,3,4,NA,1,NA,Pandora,4,NA,,4,2,4,2,option_1,NA,NA,NA,3,NA,yes,NA,NA,2023-02-09T01:04:13Z,598198,group_1,684864,session_1,1,2023-02-08T22:16:28Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,1,consent,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,2,instructions,1,1,NA,NA,NA,NA,35,30-35,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,Sitting in my bedroom watching the band singing the song perform on the jimmy kimmel show.,NA,option_3,option_0,option_1,"I remember it coming out and liking the energy/hook of the song. I listened to it on repeat when it came out and never really grew tired of it like I do most other songs. I haven't heard it in awhile though, so I had moved on from listening to it.",NA,option_3,NA,NA,NA,NA,NA,NA,NA,NA,option_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,option_4,,NA,NA,NA,NA,NA,option_0,option_1,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,1,20,NA,NA,NA,NA,NA,I don't know the song so I don't associate it with a time period.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I have no experience.,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,2,6,NA,NA,NA,NA,33,30-34,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I remember listening to the song on the radio as I drove to the dentist to have a tooth pulled.,NA,neutral,a little,a little,"Heard the song often on the radio but never loved it, but it is an earworm. I would hear it multiple times while driving in car.",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,not at all,somewhat,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,3,4,NA,NA,NA,NA,NA,30-36,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I know I listened to it in the car while driving but I don't have any specific event I connect with it other than general driving in the car. I know it was a big song in pop culture when it came out.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,4,10,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't have a sense of time that I remember hearing it. I know I had moved to the city where I live but I think I'd been here for a bit when it came out. I don't really remember any specific going on that I can connect the song with other than just hearing it on the radio.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,5,9,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I don't recognize the artist, but I recognize the song. I think the song that just played is slightly different than the song I know. I don't have any solid memory of connecting to the song.",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,6,24,NA,NA,NA,NA,35,34-36,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,I remember hearing the song in the Spiderman animated movie that came out a few years ago. It really fit and sold me on the movie. I remember talking about the trailer with some friends.,NA,somewhat positive,not at all,somewhat,I heard the song when the spider-man animated movie came out a few years ago and my friends and I talked about how much we wanted to see it.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,somewhat,not at all,NA,NA,a little,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,7,19,NA,NA,NA,NA,NA,33-36,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I know I've heard the song but I can't place any specifics to it. Most of these songs I most likely have heard multiple times while in the car driving , so it's hard to connect them to anything specific.",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,8,8,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I've heard a different version by macklemore, but not of the version that played. I know macklemore's version was a huge hit, but I wasn't a huge fan of it. I didn't hate it, but I thought it was just fine and not something I connected with. I heard it on the radio all the time though.",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,9,22,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I don't really recognize the song other than the ""popping like a rockstar"" lyric but I can't place the artist or don't remember where I heard it.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,10,7,NA,NA,NA,NA,28,27-31,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,Walking in the rain to take a part of my car to be looked at by a mechanic.,NA,neutral,not at all,somewhat,I listened to it often and remember hearing it play on the radio often as well. I think I had downloaded it to a couple of music playlists. I think it was on my phone along with a few other songs that I would listen to when I was walking somewhere and wasn't talking to someone.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,a little,very,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,11,2,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I'd hear it often while driving in the car on the local top 40 station. It would play in popular culture often outside of the radio (commercials, skits, etc.) I didn't download it or actively look for it myself though.",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,12,16,NA,NA,NA,NA,NA,30-39,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I don't really recognize the artist, but I think the song I've heard and maybe is connected to the same spider-man animated movie? Or the spider-man video game? I could be wrong, but that's the only places I feel like I've heard it outside of the radio.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,13,17,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"The repetition of the lyrics/beat makes me think this is a cover of a Rihanna song, so I think I heard it on the radio a ton when it came out. I don't remember hearing it anywhere else though. It was a song I got tired of pretty quickly after liking it at first.",NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,14,1,NA,NA,NA,NA,NA,30-35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't have any experience with the song other than knowing I've heard it. It sounds older like it came out in the 2010s?,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,15,25,NA,NA,NA,NA,35,35-37,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,"Driving to Grocery Store to go grocery shopping. I was alone and it was summer/hot. I remember thinking about how different this song was, but also that I probably would get tired of hearing it.",NA,neutral,not at all,not at all,"I heard it all the time when it came out as they played it a ton on the radio while I drove. I would hear it while going to work, shop, or whatever. I grew tired of hearing it eventually and would change the station when it came on.",NA,very,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,not at all,not at all,NA,NA,a little,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,16,5,NA,NA,NA,NA,28,"28-32, associate it with going letterboxing (or geocaching)",NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,Going with friends and family to find a letterbox for my sister's birthday.,NA,somewhat positive,a little,somewhat,I remember being in a car with my sister and her friends for her birthday on the way to go letterboxing (geocaching) and they would sing along to it when it came on. We went and found multiple letterboxes/geocaches and the song would come on frequently and they sang each time.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,very,somewhat,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,17,15,NA,NA,NA,NA,NA,36-38,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I know it would be played often on the radio and in pop culture but I never actively sought it out. I never had it on any personal playlist.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,18,12,NA,NA,NA,NA,NA,30-33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"I recognize the ""fancy"" bit but I don't recognize the artist or the song itself.",NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,19,14,NA,NA,NA,NA,33,32-34,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,It makes me remember seeing the news about Paul Walker dying in a car accident.,NA,neutral,a little,a little,I remember hearing it and associating it with paul walker's death and the fast and furious franchise that used it to say goodbye to paul walker. I think it'll always be connected to his death and that movie.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a lot,,NA,NA,NA,NA,NA,a little,very,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,20,13,NA,NA,NA,NA,31,30-34,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,Driving to a U-Store It place to unload a moving truck.,NA,neutral,a little,somewhat,Helping move my sister into her apartment when she went to graduate school. We rented a U-Haul and a U-Store it locker and would drive to both often over a weekend and I heard this song quite often on all the trips we made.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,a little,somewhat,NA,NA,somewhat,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
1,block_1,3,main task 1,21,11,NA,NA,NA,NA,NA,27-32,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I know I've heard the song but I don't have any known experience that I connect with the song. I think it was used in commercials or trailers for the minions? But I never saw those movies and I could be wrong.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:57:52Z,598202,group_1,684868,session_1,1,2023-02-08T22:17:22Z,NA,NA,NA,not measured,NA,TRUE
