Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked,internal_id,session
1,block_1,4,break,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,1,11,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Just high school alternative trash lol,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,2,14,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,radio in middle school i think,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,3,3,NA,NA,NA,NA,NA,Middle school,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I hate this song lol. That's what I remember,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,4,5,NA,NA,NA,NA,NA,Middle school on the radio constantly,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Absolutely hate this song.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,5,4,NA,NA,NA,NA,NA,"Not big into modern country, but I remember this song coming out maybe in high school?",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Just heard it on the radio at the time.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,6,19,NA,NA,NA,NA,21,College years,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,"One of my room mates in college was a huge ed sheeran fan, and would listen to all his music.",NA,neutral,not at all,not at all,Yeah right around 2018?,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,a little,not at all,NA,NA,a little,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,7,6,NA,NA,NA,NA,NA,I think early high school this came out? Or maybe middle school. So 12-15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I remember everyone was super into katy perry.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,8,25,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,"Just remember by myself looking at halsey stuff, when she released the song. I admire her work but don't listen to it myself.",NA,somewhat positive,not at all,not at all,Just heard it when it came out.,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,not at all,not at all,NA,NA,not at all,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,9,22,NA,NA,NA,NA,NA,I think this came out like 2015 when I was lik e18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Just heard the songs before,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,10,7,NA,NA,NA,NA,NA,Never heard this before,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No clue who even sings this,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,11,2,NA,NA,NA,NA,11,middle school,NA,NA,NA,NA,NA,1,completely deliberate,NA,NA,Someone butchering this song at a talent show I thin kwhen i was in middle school. Was just absolutely awful,NA,somewhat negative,not at all,not at all,"Hearing it on the radio, lady gaga was big like ten years ago or more",NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,very,not at all,NA,NA,very,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,12,20,NA,NA,NA,NA,NA,College years,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,being annoyed by this song is my experience with it,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,13,16,NA,NA,NA,NA,20,I think between 18-21 in age,NA,NA,NA,NA,NA,1,somewhat deliberate,NA,NA,My friend in college listened to music from this guy. Idk who it is though.,NA,neutral,not at all,a little,Hearing my friends play it,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,somewhat,not at all,NA,NA,a little,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,14,12,NA,NA,NA,NA,NA,No clue when this came out,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Nothing at all. Not my music,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,15,18,NA,NA,NA,NA,NA,This song is familiar but I dont remember who sings it,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I can't remember even when this came out,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,16,24,NA,NA,NA,NA,NA,"no clue who sings this, but ive heard it. No idea when",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No clue when this came out,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,17,8,NA,NA,NA,NA,NA,I think this came out when i was in middle school.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,just heard it on the radio,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,18,15,NA,NA,NA,NA,NA,Early college I think this came out. I really don't know. He hads too many songs,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Just heard it before. Nothing really special beyond that.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,19,9,NA,NA,NA,NA,NA,Stopped listening to maroon 5 once they sold out to be super pop focused. SO no clue,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,No idea. Maybe early high schooL?,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,20,23,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,no clue,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,21,17,NA,NA,NA,NA,NA,idk when this came out,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,idk,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,22,13,NA,NA,NA,NA,NA,never heard it,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Never heard it,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,23,21,NA,NA,NA,NA,21,College years! 20-22,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,I remember when we would bump this song while we were getting ready to party in college. Was a lot of fun,NA,very positive,not at all,extremely,Listening to it with friends drinking and partyin,NA,extremely,NA,NA,NA,NA,NA,NA,NA,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,love it!,,NA,NA,NA,NA,NA,extremely,not at all,NA,NA,extremely,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,24,10,NA,NA,NA,NA,NA,Don't know this one,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Not sure what this is,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,5,main task 2,25,1,NA,NA,NA,NA,NA,Middle school maybe,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,A lot of these songs are just not really my thing,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,6,post survey,1,1,1,7,"Exercising I always mainly listen to music. When I'm doing chores too. Showering, cleaning the house, doing laundry. Anything where I'm alone, if I'm not into listening to a podcast I'll put som eon.",25,NA,NA,1,4,3,1,2,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,"Alternative, Rock, Indie",NA,4,2,NA,"Yes, when I went to college I listened to lots of different music.","I listen mostly to bands, singer songer writers. Not to o much rap, since I can't play guitar to it! Or learn riffs",2,NA,5,30-60,5,"Self taught guitarist that plays indie, rock, folk, alternative, since i was 16",1,3,NA,1,NA,Spotify usually,3,NA,,3,2,5,2,option_3,NA,NA,NA,5,NA,yes,NA,NA,2023-02-08T23:52:16Z,598272,group_1,684938,session_1,1,2023-02-08T22:46:35Z,NA,NA,NA,not measured,NA,TRUE,86,1
1,block_1,1,consent,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,2,instructions,1,1,NA,NA,NA,NA,19,Not really,NA,NA,NA,NA,NA,1,somewhat deliberate,NA,NA,I just remembered hearing the song in a bunch of teenager type of movies.,NA,option_2,option_0,option_1,I remember it from movies.,NA,option_1,NA,NA,NA,NA,NA,NA,NA,NA,option_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,option_2,,NA,NA,NA,NA,NA,option_1,option_1,NA,NA,a little,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,1,17,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,2,9,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,3,16,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,4,10,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,5,25,NA,NA,NA,NA,NA,I know it was a popular song for the last couple of years,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Just hearing it online.,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,6,5,NA,NA,NA,NA,21,20 to 22,NA,NA,NA,NA,NA,1,somewhat spontaneous,NA,NA,I remembered hearing it on the radio for the first time right after I had just broken up with my girlfriend and it hitting me pretty hard.,NA,somewhat negative,somewhat,not at all,It hit me pretty hard after a break up.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,not at all,a little,NA,NA,very,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,7,24,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,8,20,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,9,2,NA,NA,NA,NA,NA,Right around or after high school I think,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18-19,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,10,21,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,11,23,NA,NA,NA,NA,25,26,NA,NA,NA,NA,NA,1,neither,NA,NA,I just remembered it being everywhere.,NA,neutral,not at all,not at all,I just remembered it being a hugely popular song and there being some controversy over weather it was country or not.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,somewhat,not at all,NA,NA,not at all,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,12,8,NA,NA,NA,NA,22,22-23 I think,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,Driving with friends listening to it,NA,neutral,not at all,very,Just driving up to the mountains with my car full of friends and blasting it because everyone was so annoyed with hearing it all the time.,NA,very,NA,NA,NA,NA,NA,NA,NA,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,very,a little,NA,NA,a little,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,13,6,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not at all,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,14,13,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,15,22,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,16,15,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,17,18,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,18,3,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,a little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
1,block_1,3,main task 1,19,1,NA,NA,NA,NA,13,13-14,NA,NA,NA,NA,NA,1,completely spontaneous,NA,NA,Starting high school,NA,somewhat positive,a little,somewhat,I remember it being big right around the time I was starting high school.,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,somewhat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a little,,NA,NA,NA,NA,NA,somewhat,somewhat,NA,NA,a little,yes,NA,NA,2023-02-08T23:37:43Z,598276,group_1,684942,session_1,1,2023-02-08T22:47:26Z,NA,NA,NA,not measured,NA,TRUE,64,1
