Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,a cappella,active_choice,activities,age,age_at_event,association,bluegrass,blues,bossa nova,choral,classical,Condition_Id,control,country,dance_remix,description,edm,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,fav_genres,favorite_genres,folk_indie,funk,genres,habit_change,habits_overall,hip hop,important,jazz,listen_time,metal,music_performance,musical theatre,new_mus,new_music,opera,overall,platform,pop,preference,,r_and_b,rap,rock,salsa,self_description,social,unique,version_familiarity,vintage,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,3,main task 1,2,20,,,,,,n/a,,,,,,1,,,,,,,,,I never heard of this song,,not at all,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,3,24,,,,,27,27,,,,,,1,completely spontaneous,,,"I remember watching Spiderman: Into the Spider-Verse ,I was so happy and I remember hearing this song.",,somewhat positive,a little,very,I never heard the song until I have seen Spiderman movie.,,very,,,,,,,,,a little,,,,,,,,,,,,somewhat,,,,,,,somewhat,not at all,,,very,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,4,3,,,,,,18-31,,,,,,1,,,,,,,,,I really like this song when I was younger and I still sometimes listen to it. ,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,5,10,,,,,,22,,,,,,1,,,,,,,,,I heard this song frequently on the radio.,,extremely,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,6,21,,,,,,26-28,,,,,,1,,,,,,,,,I remember this song was played everywhere to the point when I hate turning on the radio.,,very,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,7,23,,,,,,28-30,,,,,,1,,,,,,,,,I  really like this song when it first came out. I remember the controversy surrounding the artist when the song came out as well.,,very,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,8,6,,,,,,21,,,,,,1,,,,,,,,,I heard this song so much when I was 21. I feel like I saw a lot of memes of pumpkin spice lattes and uggs associated with this song.,,extremely,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,9,18,,,,,,24-26,,,,,,1,,,,,,,,,I felt as this song was very much over hyped so I got annoyed after hearing for the 5th time. I would immediately change the station if this song was on.,,somewhat,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,10,11,,,,,,22,,,,,,1,,,,,,,,,I remember how much I liked the song when I first heard it. I felt as though the song would lift my mood up.,,extremely,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,16,,,,,,25-26,,,,,,1,,,,,,,,,I feel like this song really made everything exciting and fun that year. I had such fun at parties and car rides listen to this song.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,12,,,,,,23-25,,,,,,1,,,,,,,,,I used to hate this song with a passion. This song was played almost everyday whether it was commercials or the radio.,,extremely,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,25,,,,,,Experimental phase of my life with fashion and attitude.,,,,,,1,,,,,,,,,I remember loving this song and how unique Billy Eilish was with her sound and image.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,22,,,,,,27,,,,,,1,,,,,,,,,I remember hearing this song and I loved how post Malone voice sound. It made me more curious to listen to more of his music.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,13,,,,,,25-27,,,,,,1,,,,,,,,,I love this song and most songs from Bruno Mars. I felt as though this song was everywhere from Victoria Secret to regular commercials. I personally feel as though this song is a classic.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,1,,,,,16,16-17,,,,,,1,somewhat spontaneous,,,I remember having a crush on a person and realizing that I was not able to be with that person. ,,somewhat negative,very,not at all,I heard this song multiple times. I used this song as a heartbreak song to listen to.,,extremely,,,,,,,,,not at all,,,,,,,,,,,,love it!,,,,,,,very,not at all,,,a little,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,7,,,,,,no,,,,,,1,,,,,,,,,I heard this song frequently but never knew who sung the song.,,very,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,15,,,,,,no,,,,,,1,,,,,,,,,I heard it frequently. I like the song and the beat it really fit that time period well.,,very,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,4,,,,,19,My mom was battling cancer at the time and I would spend a lot of time watching music videos with her.,,,,,,1,completely spontaneous,,,I was with my mom. This song was one of hers and mine favorite.  She passed way a couple years later and when I hear this song it reminds me of her.,,somewhat positive,very,somewhat,Rolling Deep is one of my favorite songs from Adele besides Chasing Pavements,,extremely,,,,,,,,,very,,,,,,,,,,,,love it!,,,,,,,extremely,not at all,,,very,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,2,,,,,,no,,,,,,1,,,,,,,,,I love Lady Gaga when I was younger and this would be one of the songs when I would  sing the lyrics to it.,,extremely,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,17,,,,,,25,,,,,,1,,,,,,,,,I remember thinking that this song was very catchy and entertaining.  I played this song a lot on car rides.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,19,,,,,,26,,,,,,1,,,,,,,,,I always really like this song. I would always sing it in the car.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,5,,,,,,21,,,,,,1,,,,,,,,,I remember seeing the music video to this song  and thinking that the artist is very unique. The song grew on me and I ended up really liking the song.,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,8,,,,,,no,,,,,,1,,,,,,,,,I never really like this song and I would turn the station when it was on.,,very,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,14,,,,,22,This song also came out a year after my mom passed away so this song make me sad.,,,,,,1,somewhat deliberate,,,Everytime I hear this song. I think about Paul Walker who tragically lost his life in car accident. I tear up when I think about how loved that man was by his friends and family.,,very negative,somewhat,not at all,I remember hearing the song on the radio and see the music video with Paul Walker in it.,,extremely,,,,,,,,,not at all,,,,,,,,,,,,somewhat,,,,,,,very,somewhat,,,a little,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,3,,,,,,I feel like this song came out at a very creative time. I believe a lot of new artist were coming up with different sounds at the time.,,,,,,1,,,,,,,,,I thought the song was catchy and the lyrics were easy to follow.,,extremely,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,25,,,,,,no,,,,,,1,,,,,,,,,I did not particularly like this song. I would frown and change the station.,,very,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,11,,,,,,no,,,,,,1,,,,,,,,,I like this song and the music video was very creative.,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,13,,,,,,I was trying to embrace my flaws when this song came out.,,,,,,1,,,,,,,,,I always like this song and John Legend. I grew up listen to John Legend and I like most of his songs.,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,5,14,,,,,,22,,,,,,1,,,,,,,,,I first heard this song on the radio and I remembered liking it but not knowing who sung the song.,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,15,,,,,,no ,,,,,,1,,,,,,,,,I did not particularly care for this song and the artist. I would turn it off if it played.,,very,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,16,,,,,,Car rides,,,,,,1,,,,,,,,,I would always here this song play while I was in the car. I feel like this song was the anthem for 2015. I have so many good memories from that year. When I hear this song it reminds of that year.,,very,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,22,,,,,,Car rides,,,,,,1,,,,,,,,,I did not like this song but it would play often  on the radio.,,very,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,5,,,,,,I feel like everyone was trying to set themselves apart from others. This song is associated with a time period where I was trying to be more creative.,,,,,,1,,,,,,,,,I remember hearing this song a lot on tv and radio. I also remember people trying to do the dance on Youtube.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,7,,,,,,19,,,,,,1,,,,,,,,,I was a big fan of Katy Perry and I really like this song when it came out.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,8,,,,,,"21, a very fun time for me.",,,,,,1,,,,,,,,,I listen to this song a lot and heard played a lot. I always felt happy when I heard this song.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,9,,,,,,no,,,,,,1,,,,,,,,,One of the most popular songs played by Maroon 5. I heard this song inside malls and on the radio.,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,21,,,,,,no,,,,,,1,,,,,,,,,I like this song when it first came out. I listen to this often around the house and in the car.,,very,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,23,,,,,,no,,,,,,1,,,,,,,,,I thought this song was okay not that exciting so I generally did not listen to it much.,,somewhat,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,1,,,,,16,I wanted to find my place in highschool and this song helped me bond with others.,,,,,,1,somewhat spontaneous,,,I remember I loved singing this song in the car with family. I used to do a lot of recitals when I was younger and this song played a lot during that time.,,very positive,somewhat,very,I love Alicia Keys she is one of my favorite artists. I loved when she came out when this song I always would play it and sing along.,,extremely,,,,,,,,,somewhat,,,,,,,,,,,,love it!,,,,,,,very,a little,,,very,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,10,,,,,,no,,,,,,1,,,,,,,,,I remembered hearing this song and I really liked the beat. I actually liked the beat more than the actual lyrics.,,very,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,2,,,,,17,I was trying to become more mature and feminine.,,,,,,1,somewhat spontaneous,,,I remember being on Youtube when I first discovered this song. I was on my desktop computer listening to music. I was by myself when I saw a recommendation for me to watch.,,somewhat positive,very,very,This was the first song I heard by Lady Gaga and I thought I absolutely love her voice.  After hearing this song I frequently listen to her songs.,,extremely,,,,,,,,,a little,,,,,,,,,,,,love it!,,,,,,,not at all,not at all,,,somewhat,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,12,,,,,,no,,,,,,1,,,,,,,,,I saw the music video to this song first and I really enjoyed it. I listen to the song on the radio a lot after that.,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,6,,,,,,I experimented a lot with hair colors during the time period of this song. ,,,,,,1,,,,,,,,,I loved this song first came out and I started to express myself more with colors.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,24,,,,,,no,,,,,,1,,,,,,,,,I would hear this song a lot of the radio and I would listen sometimes. I thought the song was okay but not that entertaining.,,very,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,17,,,,,,no,,,,,,1,,,,,,,,,"I would hear it in malls often, I thought the song was okay but it was not something I generally listen to on my own.",,very,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,18,,,,,,Car rides.,,,,,,1,,,,,,,,,"I listen to it twice and I did not really care for it,",,somewhat,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,23,4,,,,,,no,,,,,,1,,,,,,,,,I heard it a couple of times and I did not like it.,,a little,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,24,20,,,,,,No,,,,,,1,,,,,,,,,I heard it first on Youtube and I listen to the song frequently.,,very,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,25,19,,,,,,no,,,,,,1,,,,,,,,,I love this song when I first heard and would listen to it all the time.,,extremely,,,,,,,,,,,,,,,,,,,,,love it!,,,,,,,,,,,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,6,post survey,1,1,3,5,"Put on makeup, get dressed, exercise, drive in the car, take a shower and walking in the park.",31,,,1,1,1,2,4,1,,3,5,,1,,,,,,,"Pop, Rock, Classical.",,3,1,,I listen more to Rock more these days then Pop when I was younger.,I like to listen to similar artists/songs that I like personally.,2,,2,60-90,4,16-Jun,1,4,,1,,Youtube and radio.,5,,,3,3,5,2,option_1,,,,5,,yes,,,2023-02-09T00:11:44.000Z,598144,group_1,684810,session_1,1,2023-02-08T21:50:14.000Z,,,,not measured,,TRUE
1,block_1,1,consent,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,2,instructions,1,1,,,,,14,Early high school age (14-16),,,,,,1,completely spontaneous,,,"Recalled being in my room watching a youtube video that my high school created, which included students dancing and lipsyncing to the song.",,option_3,option_1,option_1,Always heard it on the radio and with friends,,option_4,,,,,,,,,option_0,,,,,,,,,,,,option_2,,,,,,,option_0,option_2,,,very,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,1,12,,,,,,Middle school ages (11-13),,,,,,1,,,,,,,,,Heard it occasionally on radio,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,2,3,,,,,12,Ages 10-14,,,,,,1,somewhat deliberate,,,In the car with parents listening to it on the radio,,neutral,a little,a little,Heard it occasionally on the radio.,,very,,,,,,,,,not at all,,,,,,,,,,,,somewhat,,,,,,,a little,a little,,,a little,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,3,24,,,,,,16 years old,,,,,,1,,,,,,,,,Heard it a lot on the radio and on Spotify,,very,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,4,5,,,,,,Middle school ages (11-13),,,,,,1,,,,,,,,,Heard it on the radio a lot,,very,,,,,,,,,,,,,,,,,,,,, a lot,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,5,16,,,,,14,High school early days (13-14),,,,,,1,somewhat deliberate,,,Was at a high school football game and this song came on,,somewhat positive,a little,very,From one of my favorite artists: Drake,,extremely,,,,,,,,,somewhat,,,,,,,,,,,, a lot,,,,,,,very,somewhat,,,somewhat,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,6,13,,,,,,Don't quite remember what time period,,,,,,1,,,,,,,,,Heard this song on the radio a lot,,very,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,7,4,,,,,,Don't recall the time period,,,,,,1,,,,,,,,,Heard on the radio a few times,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,8,1,,,,,,N/A,,,,,,1,,,,,,,,,Only now heard of it in this survey,,not at all,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,9,21,,,,,,N/A,,,,,,1,,,,,,,,,Never heard it before today,,not at all,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,10,9,,,,,,Later elementary school days (10 y/o),,,,,,1,,,,,,,,,Heard it on the radio a few times,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,11,,,,,11,Late elementary school days (10-11 y/o),,,,,,1,neither,,,Listening to that song on the radio,,somewhat negative,a little,a little,Heard it many times on the radio,,somewhat,,,,,,,,,not at all,,,,,,,,,,,,not at all,,,,,,,a little,a little,,,a little,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,6,,,,,,N/A,,,,,,1,,,,,,,,,Heard it a few times on radio,,somewhat,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,10,,,,,,N/A,,,,,,1,,,,,,,,,Heard on radio a few times I think,,a little,,,,,,,,,,,,,,,,,,,,,a little,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,22,,,,,,N/A,,,,,,1,,,,,,,,,Heard a few times on Spotify playlists,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,17,,,,,12,Middle school ages (11-13),,,,,,1,completely deliberate,,,Listening to this song in tech ed class in middle school,,neutral,a little,somewhat,Heard on radio a lot and also saw it on YouTube a lot back in the day,,somewhat,,,,,,,,,somewhat,,,,,,,,,,,,somewhat,,,,,,,very,very,,,a little,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,19,,,,,,N/A,,,,,,1,,,,,,,,,Never heard it before today,,not at all,,,,,,,,,,,,,,,,,,,,,not at all,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,2,,,,,,High school early on (14),,,,,,1,,,,,,,,,Heard in video game,,a little,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,18,,,,,,Middle school (12-13),,,,,,1,,,,,,,,,Heard on radio and teacher's playlist during class,,somewhat,,,,,,,,,,,,,,,,,,,,,somewhat,,,,,,,,,,,,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,15,,,,,15,High school (15),,,,,,1,somewhat spontaneous,,,Was listening to song in shower in high school,,somewhat positive,very,extremely,Heard on Spotify playlists a lot,,extremely,,,,,,,,,not at all,,,,,,,,,,,,love it!,,,,,,,not at all,somewhat,,,extremely,yes,,,2023-02-08T22:56:09.000Z,598146,group_1,684812,session_1,1,2023-02-08T21:56:14.000Z,,,,not measured,,TRUE
