Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,age_at_event,association,Condition_Id,control,description,emot_content,emot_intensity,energetic,experience,factor1_tg1_task0,familiarity,important,preference,,social,unique,version_familiarity,vivid,completed,crowdsourcing_code,crowdsourcing_subj_id,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked
1,block_1,5,main task 2,5,1,,20s,1,,,,,,It was one  of the I first remember hearing when I started using spotify for some reason.,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,6,15,,Not really,1,,,,,,not much experience I don't like it,,a little,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,10,,nope,1,,,,,,never heard it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,7,21,,My 20s,1,,,,,,It was a viral sensation and I remember so many videos being made around it.,,very,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,11,,nope,1,,,,,,I may have heard this once before.,,a little,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,8,25,33,my 30s,1,somewhat deliberate,I had bought a VR headset last year and seeing her perform this in VR was one of the first videos I've seen in VR,very positive,not at all,not at all,It's a fun song and one that is fun to sing along to.,,very,not at all,somewhat,,not at all,a little,,very,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,14,27,in my 20s somewhere,1,somewhat spontaneous,I remember at a family gathering people dancing to this song.,very positive,not at all,very,Just a fun song that people love to dance to.,,extremely,somewhat, a lot,,extremely,somewhat,,a little,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,9,17,,late 20s maybe,1,,,,,,I love the song and it is one of the songs I play a lot,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,16,,late 20s,1,,,,,,I remember it was made when that actor died so I associate it with him.,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,10,3,,my early 20s,1,,,,,,I always think of parties and my younger years with this song.,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,4,,early 20s,1,,,,,,"I think of the artist who i never enjoyed much of, it is just a very pop and radio kind of song.",,somewhat,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,6,,not really,1,,,,,,"I think of youtube with this song, I think this artist broke out on youtube?",,very,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,6,,mid 20s,1,,,,,,The artist that sings this originally has an amazing voice and its always a pleasure to hear her sing it,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,23,,late 20s,1,,,,,,"Not much, I think of the artist, Camilla, as it was her main hit I think.",,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,25,,nope,1,,,,,,don't really know it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,22,,20s,1,,,,,,A song from one of my favorite artists.,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,17,33,not really,1,neither,Watching the superbowl last week and seeing her perform this on TV,neutral,not at all,not at all,"I know it is a song that a lot of people made videos with, dances and such",,somewhat,somewhat,somewhat,,very,not at all,,somewhat,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,19,,nope,1,,,,,,never heard of it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,8,,early 20s maybe,1,,,,,,It was one of those songs that helped me listen to more genres of music,,very,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,11,,early 20s,1,,,,,,I've heard it too much but it is a good song. I just think I've heard it too much.,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,23,,not really,1,,,,,,I heard this song at the nba all star game just this past weekend,,somewhat,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,8,,nope,1,,,,,,never heard of it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,24,,Not really,1,,,,,,"It reminds me of the movie it was used in the most, spiderman",,very,, a lot,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,7,,early 20s,1,,,,,,I was young when I liked this song and so it always holds a special place in my heart for that alone and it spoke to me then.,,very,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,15,,not really,1,,,,,,I might have heard this before,,a little,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,24,,my 30s,1,,,,,,I just remember how viral it was and how my friends all enjoyed it and making fun of it and all the remixes it had.,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,9,,early 20s,1,,,,,,I know the video was controversial and the lyrics too,,very,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,18,,nope,1,,,,,,never heard it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,2,,somewhere in my 20s,1,,,,,,This song reminds me of when this artist was at her best and whatever she released was amazing,,very,, a lot,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,13,,early 20s,1,,,,,,IT's such a sweet song I always think of romance and roses for some reason,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,5,,nope,1,,,,,,never liked it that much,,a little,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,1,,late teenage years,1,,,,,,I had to be in high school still for this one I think and I remember it was one of her first big hits.,,extremely,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,3,,early 20s,1,,,,,,Reminds me of my younger years,,very,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,10,,my 20s,1,,,,,,"There is a game that used this song for the trailer I always think of that trailer, it was well used.",,somewhat,, a lot,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,21,,nope,1,,,,,,never heard it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,4,,nope,1,,,,,,never heard it,,not at all,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,23,7,25,somewhere in my 20s,1,neither,A new years party,very positive,not at all,somewhat,It reminds me of new years eve and 4th of july,,extremely,somewhat,love it!,,very,somewhat,,somewhat,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,9,,early 20s maybe,1,,,,,,"Not much, I never liked it that much but its an okay song. I do think of thrift shops though as I should I guess.",,very,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,24,18,,not really,1,,,,,,"not much, ive just heard it a few times",,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,2,,not really,1,,,,,,"I think I remember this band performing this song at the grammys, it was a really good performance.",,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,25,13,,not really,1,,,,,,heard it a few times,,somewhat,,a little,,,,,,yes,,,2023-02-22T21:27:09.000Z,605957,group_1,693778,session_1,1,2023-02-22T20:38:26.000Z,,,,not measured,,TRUE
1,block_1,1,consent,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,2,instructions,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,1,6,,21,1,,,,,,I heard it on YouTube ,,extremely,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,12,,23,1,,,,,,Heard it on the radio ,,extremely,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,6,post survey,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,2,24,,27,1,,,,,,Heard it on Spotify,,very,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,24,,24,1,,,,,,Heard it on a movie ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,3,16,,24,1,,,,,,I was fan of Justin Bieber ,,extremely,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,5,,20,1,,,,,,Heard it on the radio ,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,4,2,,18,1,,,,,,Heard it ok the radio ,,a little,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,11,,23,1,,,,,,One of my favorites from Katy Perry ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,5,14,,22,1,,,,,,Heard it on some video app,,very,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,5,1,,No applicable ,1,,,,,,Heard it on YouTube ,,a little,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,6,22,,24,1,,,,,,I like Drake a lot ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,6,22,,24,1,,,,,,Heard it on Spotify ,,very,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,7,15,23,23,1,neither,My partner sang it to me while we were in a little road trip ,very positive,somewhat,somewhat,Heard it on the radio,,very,somewhat, a lot,,not at all,somewhat,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,7,20,24,24,1,somewhat spontaneous,Me and my partner sang it to each other in a concert ,very positive,very,very,Heard it on the radio ,,extremely,very,love it!,,very,very,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,8,4,,No applicable ,1,,,,,,Never heard it ,,not at all,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,8,3,,18,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,9,7,22,18,1,somewhat spontaneous,Me and my classmates sang this song in our graduation party ,somewhat positive,very,extremely,Heard it on YouTube ,,extremely,extremely, a lot,,extremely,extremely,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,9,6,,20,1,,,,,,Heard it on YouTube ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,10,10,,20,1,,,,,,One of my favorites from imagine dragons ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,10,15,,20,1,,,,,,Heard it on YouTube ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,11,25,,28,1,,,,,,Heard it on Spotify ,,very,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,11,19,,26,1,,,,,,Heard it on Spotify ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,12,23,25,25,1,somewhat spontaneous,Me dancing in the club showing my latin moves ,very positive,not at all,somewhat,Heard it on a movie ,,extremely,not at all, a lot,,very,a little,,somewhat,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,12,25,,28,1,,,,,,Heard it on Spotify ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,13,1,,18,1,,,,,,Heard it on the radio ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,13,14,,24,1,,,,,,Saw the video on YouTube ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,14,21,,25,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,14,2,,16,1,,,,,,Heard it on the radio ,,very,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,15,12,,24,1,,,,,,Heard it on the radio ,,very,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,15,8,,29,1,,,,,,Heard it on TikTok ,,very,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,16,3,,18,1,,,,,,Heard it on the radio ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,16,23,,26,1,,,,,,Heard it on Spotify ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,17,5,,19,1,,,,,,Saw the video on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,17,7,,20,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,18,19,,24,1,,,,,,Heard it on YouTube ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,18,21,26,24,1,completely spontaneous,It was the song of the first dance of my wedding ,very positive,very,a little,Heard it on YouTube ,,extremely,extremely,love it!,,extremely,extremely,,extremely,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,19,13,23,23,1,neither,My partner sang it to me,very positive,a little,a little,Heard it on the radio,,extremely,very, a lot,,not at all,somewhat,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,19,17,24,24,1,completely spontaneous,Me dancing to my partner ,very positive,not at all,somewhat,Heard it on YouTube ,,extremely,a little,love it!,,very,a little,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,20,17,,25,1,,,,,,I was a fan of Justin Bieber ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,20,4,,17,1,,,,,,Heard it on the radio ,,extremely,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,21,18,,24,1,,,,,,Heard it on Spotify ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,21,18,,24,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,22,20,,24,1,,,,,,Heard it on the radio ,,extremely,,love it!,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,22,16,24,24,1,completely spontaneous,I was crying in the cinema while watching fast and furious ,neutral,a little,a little,Heard it on a movie ,,extremely,not at all,love it!,,somewhat,a little,,very,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,23,8,,18,1,,,,,,Heard it on the radio ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,23,13,,25,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,24,9,,21,1,,,,,,Heard it on the radio ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,24,9,,22,1,,,,,,Heard it on the radio ,,very,,a little,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,25,11,,21,1,,,,,,Heard it on YouTube ,,extremely,, a lot,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,25,10,,19,1,,,,,,Heard it on the radio ,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:58:11.000Z,605959,group_1,693780,session_1,1,2023-02-22T20:42:36.000Z,,,,not measured,,TRUE
1,block_1,1,consent,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,2,instructions,1,1,,no,1,,,,,,never heard it,,option_1,,option_0,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,1,24,,late 20s,1,,,,,,heard it on the radio ,,somewhat,,a little,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,4,break,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,1,18,,no,1,,,,,,heard it on the radio ,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,6,post survey,1,1,,,1,,,,,,,,,,,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,2,15,,no,1,,,,,,never heard it ,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,2,15,,no,1,,,,,,would hear it on the radio,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,3,21,,no,1,,,,,,heard it on the radio ,,a little,,not at all,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,3,20,,no,1,,,,,,never heard it,,not at all,,not at all,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,3,main task 1,4,25,,30s,1,,,,,,heard it on the radio ,,somewhat,,somewhat,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
1,block_1,5,main task 2,4,4,,no,1,,,,,,would hear it on the radio when it came out ,,a little,,not at all,,,,,,yes,,,2023-02-22T21:21:22.000Z,605961,group_1,693782,session_1,1,2023-02-22T20:44:09.000Z,,,,not measured,,TRUE
